Guess,beier,b1bel,birma,bosch,brits,brugs,baard,baars,baboe,babok,bacil,bacon,baden,bader,badge,bagel,baggy,bagno,bahai,bahco,bajes,baken,baker,bakte,balen,balie,bal1e,balsa,balts,bamba,bamis,bande,banen,banjo,barak,baren,baret,barok,baron,barre,barst,basen,basis,basta,batch,baten,batig,batik,baton,bavet,bazen,bazig,bazin,beaat,bebop,beeld,beemd,beest,beg1n,begin,begon,beide,beier,beige,beits,bejag,bekaf,beker,bek1k,beleg,belet,belle,bende,benen,benig,benul,berde,beren,beril,berin,berst,besef,besje,beste,betel,beten,beter,bet1t,beton,beurs,beurt,bevak,beval,bevek,bevel,beven,bever,bew1s,bezem,bezet,bezie,bezig,bezit,bidet,bidon,biels,biest,biets,bigot,b1bal,b1bel,b1een,b1kok,b1leg,b1les,b1pad,b1rol,b1ten,b1ter,b1tje,b1vak,b1val,b1weg,b1w1f,b1zet,b1z1n,b1zin,b1zit,b1zon,biker,bilan,bingo,binst,bisam,bitch,bivak,bizar,bizon,blaag,blaam,blaar,blaas,blank,blauw,bleef,bleek,blees,blein,bliek,bliep,blies,bl1de,bl1ft,blind,blink,blits,blode,bloed,bloei,bloem,bloes,blond,blonk,bloot,blues,bluts,board,bobby,bob1n,bocht,bodem,boden,bodes,boede,boers,boert,boete,bogen,bogey,bokje,bolle,bolus,bomen,bomer,bomig,bom1s,bomma,bompa,bongo,bonje,bonus,bonze,boord,boort,boost,boots,borat,borax,boren,borst,bosje,boson,bosui,botaf,botel,boten,boter,botje,botox,botte,boven,bowls,boxen,boxer,bozig,braaf,braai,braak,braam,brand,bravo,break,breed,breek,brein,brems,breuk,breve,brief,bries,br1en,brink,brits,broed,broei,broek,broer,broes,brons,brood,broom,broos,broze,bruid,bruin,bruis,bruto,bruut,buddy,bugel,buggy,buien,buiig,bunny,buren,buret,bur1n,burin,busje,buste,buurt,buxus,brabo,buten,bakra,brasa,briet,broge,busbo,biopt,berge,bogie
bahai,20001,20000,21001,20100,20001,20000,22010,22010,22000,22000,22001,22000,22000,22000,22000,22000,22000,22000,22222,22200,22000,22000,22000,22000,22000,22001,22000,22010,22000,22010,22001,22000,22000,22000,22020,22000,22000,22000,22000,22000,22000,22000,22001,22010,22100,22000,22001,22001,22000,22000,22000,22001,22001,21020,20000,20000,20000,20000,20000,20001,20000,20001,20001,20001,20001,20020,20020,20000,20000,20000,20000,20000,20000,20000,20001,20000,20000,20000,20001,20001,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20020,20020,20000,20000,20000,20000,20000,20000,20000,20001,20001,20001,20001,20001,20001,20001,20001,20001,20020,20000,20000,20000,20000,20000,20020,20000,20000,20000,20000,20020,20020,20000,20000,20000,20000,20001,20001,20000,20001,20021,20001,20001,20021,20101,20021,20021,20001,21020,21020,21020,21020,21000,21000,20000,20000,20000,20001,20001,20001,20001,20000,20000,20001,20001,20001,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20001,20000,21000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20020,20020,20000,20000,20000,20000,20002,20020,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20001,21020,21022,21020,21020,21000,21000,20020,20000,20000,20001,20000,20000,20000,20001,20001,20000,20001,20001,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20001,20001,20001,20000,20000,20000,20000,20000,20001,20001,20000,20000,20000,20000,20001,20000,20000,20000,20000,21000,20000,22010,21010,20001,20000,20000,20001,20000,20001
bahco,20000,20000,21000,20121,20000,20000,22000,22000,22001,22001,22010,22011,22000,22000,22000,22000,22000,22002,22200,22222,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22002,22000,22000,22000,22001,22001,22000,22000,22000,22000,22000,22120,22000,22000,22000,22001,22000,22000,22000,22000,21000,20001,20000,20000,20000,20000,20000,20001,20000,20000,20000,20000,21000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20001,20000,20000,21000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20001,20000,20000,20000,20001,21000,20000,20000,20001,20000,20000,21000,20001,20000,20000,20000,21000,21000,20000,20000,20000,20000,20000,20000,20001,20000,21000,20002,20000,21000,20120,21000,21000,20001,21000,21000,21000,21000,21000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20001,20001,20001,20001,20001,20001,20001,20001,20000,20000,21001,20001,20001,20111,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,21001,21001,20002,20001,20001,20001,20001,20001,20001,20001,21001,21001,20001,20001,20001,20001,20001,21001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,21000,21000,21000,21000,21000,21002,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21002,20000,22000,21000,20000,20001,20002,20001,20000,20001
bajes,20020,20020,21000,20001,20002,20002,22000,22002,22010,22000,22000,22000,22020,22020,22010,22020,22000,22000,22000,22000,22222,22020,22020,22010,22020,22010,22010,22001,22002,22000,22002,22010,22020,22100,22000,22020,22020,22000,22000,22010,22001,22021,22002,22001,22000,22020,22000,22000,22000,22020,22020,22000,22000,21010,20010,20010,20010,20011,20010,20010,20010,20010,20020,20010,20012,21210,21010,20020,20010,20020,20020,20010,20010,20020,20010,20010,20010,20020,20010,20010,20011,20021,20111,20011,20020,20020,20020,20010,20010,20012,20010,21010,21010,20020,20020,20020,20020,20012,20020,20020,20010,20010,20010,20020,20000,20012,20011,20012,20000,21000,20020,20020,20000,20020,20022,21000,20000,20020,20020,20110,21000,21000,20020,20000,20020,20000,20000,20000,20000,20020,21000,20000,20001,21001,20000,21000,21000,20000,21000,21000,21000,21002,21000,21000,20020,20020,20022,20010,20020,20020,20022,20010,20000,20000,20000,20002,20010,20020,20020,20020,20022,20000,20000,20000,20022,20002,21000,20000,20000,20000,20020,20020,20022,20010,20012,20010,20010,20020,20020,20110,20010,20002,20020,20020,20000,20002,21000,21000,20000,20110,20002,20010,20000,20000,20001,20002,21000,21000,20020,20001,20111,20001,20001,21000,20020,20020,20020,20110,20000,20010,20020,20002,20020,20020,20000,21000,21000,21000,21000,21000,21000,21010,20020,20020,20010,20012,20010,20010,20020,20022,20020,20000,20002,20020,20020,20020,20020,20022,20002,20000,20000,20002,20010,20000,20000,20002,20000,20000,20000,20020,20000,20020,20000,20000,20020,20020,20000,20000,20111,20011,20000,20002,21000,20020,22000,21001,20020,20010,20001,20000,20010,20010
baken,20020,20020,21000,20000,20000,20000,22000,22000,22010,22100,22000,22002,22022,22020,22010,22020,22000,22001,22000,22000,22020,22222,22220,22210,22022,22010,22010,22000,22000,22000,22000,22011,22022,22001,22100,22022,22020,22100,22002,22010,22000,22022,22000,22000,22000,22022,22000,22100,22002,22020,22022,22000,22002,21010,20010,20010,20010,20010,20012,20012,20012,20010,20020,20010,20010,21010,21210,20220,20210,20020,20020,20010,20011,20022,20011,20011,20010,20022,20010,20012,20010,20020,20010,20010,20020,20022,20020,20010,20012,20010,20010,21110,21010,20120,20020,20022,20020,20010,20020,20020,20010,20010,20010,20020,20002,20010,20010,20010,20000,21000,20020,20022,20200,20020,20020,21000,20000,20022,20020,20010,21100,21000,20020,20000,20020,20002,20002,20000,20002,20220,21002,20001,20001,21000,20000,21100,21000,20002,21000,21000,21000,21000,21101,21000,20020,20120,20020,20012,20120,20020,20020,20010,20000,20001,20101,20000,20010,20020,20020,20020,20020,20001,20101,20000,20020,20000,21000,20000,20002,20000,20020,20022,20020,20010,20010,20010,20010,20022,20020,20210,20010,20000,20022,20020,20000,20000,21000,21000,20001,20011,20001,20011,20000,20000,20000,20000,21000,21000,20022,20000,20010,20002,20000,21000,20020,20022,20020,20010,20000,20010,20022,20000,20022,20020,20000,21000,21000,21100,21000,21001,21000,21110,20020,20120,20012,20010,20110,20010,20020,20020,20022,20101,20000,20020,20020,20120,20020,20020,20001,20000,20000,20000,20010,20000,20002,20000,20000,20000,20000,20020,20000,20022,20000,20001,20022,20020,20002,20002,20010,20010,20000,20000,21000,20022,22200,21000,20020,20010,20000,20000,20010,20010
baker,20022,20020,21001,20000,20001,20001,22001,22001,22010,22100,22000,22000,22020,22022,22010,22020,22000,22000,22000,22000,22020,22220,22222,22210,22020,22010,22010,22000,22000,22000,22000,22010,22020,22000,22101,22021,22021,22101,22001,22011,22001,22020,22000,22000,22000,22020,22000,22100,22000,22020,22020,22000,22000,21010,20010,20010,20010,20010,20010,20010,20010,20010,20022,20010,20010,21010,21210,20222,20210,20020,20020,20010,20010,20020,20010,20010,20011,20021,20011,20011,20011,20020,20010,20010,20020,20020,20022,20010,20010,20011,20011,21110,21010,20120,20020,20020,20022,20010,20020,20020,20010,20010,20010,20020,20000,20010,20010,20010,20000,21000,20020,20020,20200,20020,20020,21000,20001,20020,20022,20010,21100,21000,20020,20000,20020,20000,20000,20000,20000,20222,21000,20000,20000,21000,20000,21100,21002,20000,21000,21000,21002,21000,21100,21000,20020,20120,20020,20010,20120,20020,20020,20010,20000,20000,20100,20000,20010,20020,20020,20020,20020,20000,20100,20000,20020,20000,21001,20000,20000,20000,20020,20020,20020,20010,20011,20011,20010,20020,20020,20210,20010,20000,20020,20022,20000,20000,21000,21000,20000,20010,20000,20010,20001,20001,20000,20000,21001,21001,20021,20001,20010,20000,20000,21000,20020,20020,20022,20010,20000,20010,20020,20000,20020,20022,20000,21001,21001,21101,21001,21001,21001,21111,20021,20121,20011,20011,20111,20011,20021,20021,20021,20101,20001,20021,20021,20121,20022,20021,20001,20001,20001,20001,20011,20001,20001,20001,20001,20001,20000,20020,20000,20020,20000,20000,20021,20021,20001,20001,20010,20010,20001,20000,21001,20020,22201,21001,20021,20011,20000,20000,20011,20010
bakte,20001,20001,21000,20000,20020,20000,22000,22000,22002,22100,22000,22000,22001,22001,22002,22001,22000,22000,22000,22000,22001,22201,22201,22222,22001,22002,22002,22000,22020,22000,22000,22002,22001,22000,22100,22001,22011,22100,22000,22002,22010,22001,22000,22020,22010,22011,22010,22110,22010,22011,22001,22000,22000,21011,20001,20001,20001,20011,20001,20001,20001,20002,20001,20002,20021,21001,21201,20201,20201,20001,20011,20002,20002,20001,20001,20001,20002,20001,20001,20001,20011,20001,20002,20022,20011,20011,20011,20011,20011,20001,20011,21101,21001,20101,20001,20001,20001,20001,20001,20011,20002,20001,20011,20011,20000,20001,20011,20021,20010,21000,20001,20001,20200,20001,20001,21000,20000,20011,20011,20012,21100,21000,20001,20000,20011,20000,20000,20010,20000,20201,21000,20000,20010,21000,20010,21100,21000,20000,21000,21000,21000,21000,21100,21000,20001,20101,20001,20001,20101,20001,20001,20002,20010,20000,20100,20020,20002,20001,20001,20001,20001,20000,20100,20010,20001,20020,21000,20000,20000,20010,20001,20001,20001,20002,20001,20011,20022,20001,20001,20202,20002,20000,20001,20001,20000,20000,21000,21000,20000,20002,20000,20002,20000,20010,20010,20020,21010,21000,20001,20010,20002,20000,20000,21010,20011,20011,20011,20012,20010,20022,20001,20000,20001,20001,20000,21000,21000,21100,21000,21000,21000,21101,20001,20101,20001,20001,20101,20002,20001,20001,20001,20100,20020,20001,20001,20101,20001,20001,20000,20000,20000,20000,20002,20000,20000,20000,20020,20010,20000,20001,20000,20001,20000,20000,20001,20011,20000,20000,20002,20022,20010,20000,21000,20011,22200,21000,20011,20002,20000,20010,20002,20002
balen,20020,20120,21000,20000,20000,20000,22000,22000,22010,22000,22100,22002,22022,22020,22010,22120,22000,22001,22000,22000,22020,22022,22020,22010,22222,22210,22210,22200,22200,22000,22000,22011,22022,22001,22000,22022,22020,22000,22002,22010,22000,22022,22000,22000,22000,22022,22000,22000,22002,22020,22022,22000,22002,21010,20010,20110,20010,20010,20012,20012,20012,20010,20020,20010,20010,21010,21010,20020,20010,20220,20220,20210,20011,20022,20011,20111,20010,20022,20110,20012,20010,20020,20010,20010,20120,20022,20020,20010,20012,20010,20010,21010,21110,20020,20120,20022,20020,20010,20020,20020,20010,20010,20010,20020,20002,20110,20010,20010,20000,21100,20120,20022,20000,20220,20220,21000,20100,20022,20020,20010,21000,21100,20020,20000,20020,20002,20002,20000,20002,20020,21202,20001,20001,21000,20000,21000,21000,20002,21100,21100,21100,21100,21101,21100,20120,20120,20120,20112,20120,20120,20120,20110,20100,20101,20101,20100,20110,20120,20120,20120,20120,20101,20101,20100,20120,20100,21000,20000,20002,20000,20020,20022,20020,20010,20010,20010,20010,20022,20020,20010,20210,20200,20022,20020,20000,20000,21000,21000,20001,20011,20001,20011,20000,20000,20000,20000,21000,21000,20022,20000,20010,20002,20000,21000,20120,20022,20020,20010,20000,20010,20022,20100,20022,20020,20000,21000,21000,21000,21000,21001,21000,21010,20020,20020,20012,20010,20010,20010,20020,20020,20022,20001,20000,20020,20020,20020,20020,20020,20001,20000,20000,20000,20010,20000,20002,20000,20000,20000,20000,20120,20000,20022,20000,20001,20022,20020,20002,20002,20010,20010,20000,20000,21000,20022,22000,21000,20020,20010,20000,20000,20010,20010
balie,20011,20101,21010,20000,20010,20000,22000,22000,22002,22000,22120,22000,22001,22001,22002,22101,22000,22000,22010,22000,22001,22001,22001,22002,22201,22222,22202,22200,22200,22000,22020,22002,22001,22000,22000,22001,22001,22000,22000,22002,22000,22001,22020,22000,22000,22001,22020,22020,22000,22001,22001,22020,22020,21001,20001,20101,20001,20001,20001,20021,20001,20012,20011,20012,20011,21001,21001,20001,20001,20201,20201,20202,20002,20001,20021,20101,20002,20001,20121,20021,20001,20001,20002,20002,20101,20001,20001,20001,20001,20001,20001,21001,21101,20001,20101,20001,20001,20001,20001,20001,20022,20021,20021,20011,20010,20111,20011,20011,20010,21100,20101,20001,20000,20201,20201,21000,20100,20001,20001,20002,21000,21100,20001,20000,20001,20000,20020,20020,20000,20011,21210,20010,20010,21010,20010,21010,21010,20010,21100,21100,21100,21100,21100,21100,20101,20101,20101,20121,20111,20111,20111,20102,20100,20110,20110,20110,20102,20101,20111,20101,20101,20100,20100,20100,20101,20100,21000,20000,20000,20000,20001,20001,20001,20002,20001,20001,20002,20001,20001,20002,20202,20200,20001,20001,20020,20000,21000,21000,20000,20002,20000,20002,20000,20000,20000,20000,21000,21000,20001,20000,20002,20000,20010,21000,20101,20001,20001,20002,20000,20002,20001,20100,20001,20001,20020,21000,21010,21000,21000,21000,21000,21001,20001,20001,20021,20001,20001,20002,20011,20011,20001,20010,20010,20001,20011,20001,20001,20001,20000,20000,20000,20000,20002,20020,20020,20020,20000,20000,20000,20101,20000,20011,20020,20000,20001,20001,20000,20020,20002,20002,20000,20000,21000,20001,22000,21000,20011,20002,20000,20010,20002,20022
bal1e,20001,20111,21000,20000,20000,20000,22000,22000,22002,22000,22100,22000,22001,22001,22002,22101,22000,22000,22000,22000,22001,22001,22001,22002,22201,22202,22222,22200,22200,22000,22000,22002,22001,22000,22000,22001,22001,22000,22000,22002,22000,22001,22000,22000,22000,22001,22000,22000,22000,22001,22001,22000,22000,21001,20001,20101,20001,20001,20021,20001,20001,20002,20001,20002,20001,21001,21001,20001,20021,20201,20201,20202,20002,20001,20001,20101,20002,20001,20101,20001,20001,20001,20002,20002,20101,20001,20001,20021,20001,20001,20001,21001,21101,20001,20101,20001,20001,20021,20001,20001,20002,20001,20001,20001,20000,20101,20001,20001,20000,21110,20111,20011,20010,20211,20211,21010,20110,20011,20011,20012,21010,21110,20011,20020,20011,20020,20010,20010,20010,20001,21200,20000,20000,21000,20000,21000,21000,20000,21100,21100,21100,21100,21100,21100,20101,20101,20101,20101,20101,20101,20101,20112,20110,20100,20100,20100,20102,20101,20101,20101,20101,20100,20100,20100,20101,20100,21000,20000,20020,20000,20001,20001,20001,20002,20001,20001,20002,20001,20001,20002,20202,20200,20001,20001,20000,20020,21000,21000,20000,20002,20000,20002,20000,20000,20000,20000,21000,21000,20001,20000,20002,20000,20000,21000,20101,20001,20001,20002,20000,20002,20001,20100,20001,20001,20000,21000,21000,21000,21000,21000,21000,21001,20001,20001,20001,20001,20001,20002,20001,20001,20011,20000,20000,20001,20001,20001,20001,20001,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20101,20000,20001,20000,20000,20001,20001,20020,20000,20002,20002,20000,20000,21000,20001,22000,21000,20001,20002,20000,20000,20002,20002
balsa,20000,20100,20002,20010,20010,20010,22001,22011,22000,22000,22100,22000,22000,22000,22000,22100,22000,22000,22001,22000,22010,22000,22000,22000,22200,22200,22200,22222,22210,22002,22010,22000,22000,22000,22001,22000,22000,22000,22000,22000,22020,22010,22010,22012,22000,22000,22000,22000,22000,22000,22000,22000,22000,21001,20000,20100,20000,20020,20000,20000,20000,20000,20000,20000,20010,21000,21000,20000,20000,20200,20200,20200,20000,20000,20000,20100,20000,20000,20100,20000,20020,20010,20010,20010,20100,20000,20000,20000,20000,20010,20000,21000,21100,20000,20100,20000,20000,20010,20000,20000,20000,20000,20000,20000,20000,20110,20020,20010,20000,21100,20100,20000,20000,20200,20210,21000,20100,20000,20000,20000,21000,21100,20000,20000,20000,20000,20000,20000,20000,20000,21200,20000,20020,21010,20000,21000,21000,20000,21101,21101,21101,21111,21100,21100,20100,20100,20110,20100,20100,20100,20110,20100,20100,20100,20100,20110,20100,20100,20100,20100,20110,20100,20100,20100,20110,20110,21000,20000,20000,20000,20000,20000,20010,20000,20010,20000,20000,20000,20000,20000,20200,20210,20000,20000,20000,20010,20002,20002,20000,20000,20010,20000,20000,20000,20020,20010,21000,21000,20000,20020,20010,20010,20010,21000,20100,20000,20000,20000,20000,20000,20000,20110,20000,20000,20000,21001,21001,21001,21001,21000,21000,21000,20000,20000,20000,20010,20000,20000,20000,20010,20000,20000,20010,20000,20000,20000,20000,20010,20010,20000,20000,20010,20000,20000,20000,20010,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20010,20010,20000,20010,21000,20000,22002,21022,20000,20000,20010,20000,20000,20000
balts,20000,20100,21000,20001,20022,20002,22000,22002,22000,22000,22100,22000,22000,22000,22000,22100,22000,22000,22000,22000,22002,22000,22000,22020,22200,22200,22200,22201,22222,22000,22002,22000,22000,22000,22000,22000,22010,22000,22000,22000,22011,22001,22002,22021,22010,22010,22010,22010,22010,22010,22000,22000,22000,21010,20000,20100,20000,20011,20000,20000,20000,20000,20000,20000,20022,21000,21000,20000,20000,20200,20210,20200,20000,20000,20000,20100,20000,20000,20100,20000,20011,20001,20001,20021,20110,20010,20010,20010,20010,20002,20010,21000,21100,20000,20100,20000,20000,20002,20000,20010,20000,20000,20010,20010,20000,20102,20011,20022,20010,21100,20100,20000,20000,20200,20202,21000,20100,20010,20010,20010,21000,21100,20000,20000,20010,20000,20000,20010,20000,20000,21200,20000,20011,21001,20010,21000,21000,20000,21100,21100,21100,21102,21100,21100,20100,20100,20102,20100,20100,20100,20102,20100,20110,20100,20100,20122,20100,20100,20100,20100,20102,20100,20100,20110,20102,20122,21000,20000,20000,20010,20000,20000,20002,20000,20002,20010,20020,20000,20000,20000,20200,20202,20000,20000,20000,20002,21000,21000,20000,20000,20002,20000,20000,20010,20011,20022,21010,21000,20000,20011,20001,20001,20001,21010,20110,20010,20010,20010,20010,20020,20000,20102,20000,20000,20000,21000,21000,21000,21000,21000,21000,21000,20000,20000,20000,20002,20000,20000,20000,20002,20000,20000,20022,20000,20000,20000,20000,20002,20002,20000,20000,20002,20000,20000,20000,20002,20020,20010,20000,20100,20000,20000,20000,20000,20000,20010,20000,20000,20001,20021,20010,20002,21000,20010,22000,21001,20010,20000,20001,20010,20000,20000
bamba,20000,20010,20102,20000,20000,20000,22001,22001,22010,22010,22000,22000,22000,22000,22000,22000,22000,22000,22001,22000,22000,22000,22000,22000,22000,22000,22000,22002,22000,22222,22200,22000,22000,22000,22001,22000,22000,22000,22000,22000,22000,22000,22000,22002,22000,22000,22000,22000,22000,22000,22000,22000,22000,21001,20010,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,21000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,21000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21010,20010,20000,20000,20000,20000,21000,20000,20000,20000,20000,21000,21000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,21100,20000,21000,21000,20000,21001,21101,21001,21001,21000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,21000,20020,20010,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20200,20200,20200,20200,20202,20202,20000,20000,20000,20000,20000,20000,20000,20000,21000,21000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21001,21001,21001,21101,21000,21000,21000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21020,20000,22002,21002,20000,20000,20020,20000,20000,20000
bamis,20010,20000,21110,20001,20012,20002,22000,22002,22000,22000,22020,22000,22000,22000,22000,22000,22000,22000,22010,22000,22002,22000,22000,22000,22000,22020,22000,22001,22002,22200,22222,22000,22000,22000,22000,22000,22000,22000,22000,22000,22001,22001,22022,22001,22000,22000,22020,22020,22000,22000,22000,22020,22020,21000,20000,20000,20100,20001,20000,20020,20000,20010,20010,20010,20012,21000,21000,20000,20000,20000,20000,20000,20000,20000,20020,20000,20000,20000,20020,20020,20001,20001,20001,20001,20000,20000,20000,20000,20000,20002,20000,21000,21000,20000,20000,20000,20000,20002,20100,20000,20020,20020,20020,20010,20010,20012,20011,20012,20010,21000,20000,20000,20000,20000,20002,21000,20000,20000,20000,20000,21000,21000,20000,20000,20000,20000,20020,20020,20000,20010,21010,20010,20011,21111,20010,21010,21010,20010,21000,21100,21000,21002,21000,21000,20000,20000,20002,20020,20010,20010,20012,20000,20000,20010,20010,20012,20000,20000,20010,20100,20002,20000,20000,20000,20002,20002,21000,20000,20000,20000,20100,20000,20002,20000,20002,20000,20000,20000,20000,20000,20000,20002,20200,20200,20220,20202,21200,21200,20000,20000,20002,20000,20000,20000,20001,20002,21000,21000,20000,20001,20001,20001,20011,21000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20020,21000,21010,21000,21100,21000,21000,21000,20000,20000,20020,20102,20000,20000,20010,20012,20000,20010,20012,20000,20010,20000,20000,20002,20002,20000,20100,20002,20000,20020,20020,20022,20000,20000,20000,20000,20000,20010,20020,20000,20000,20000,20000,20020,20001,20001,20000,20002,21000,20000,22000,21001,20010,20000,20001,20010,20000,20020
