Guess,kaaps,kamer,kenia,keuls,khmer,koerd,koran,kozak,kaard,kaars,kaart,kaats,kabas,kabel,kadee,kaden,kader,kadet,kaffa,kafir,kajak,kakel,kaken,kaker,kalen,kalig,kalis,kalle,kalot,kamen,kamer,kamig,kand1,kanen,kanis,kanji,kanon,kapel,kapen,kaper,kapje,kapok,kapot,kappa,karaf,karen,karet,karig,karma,karos,karot,karst,karw1,kasba,kassa,kaste,kater,katje,kauri,kavel,kazak,kazen,kazer,kebab,kebon,kefir,kegel,kegge,keken,keker,kelen,kelim,kemel,kenau,kendo,kenen,kepen,keper,kepie,kerel,keren,kerks,kerst,ketel,keten,ketje,keurs,keuze,kevel,keven,kever,kevie,kezen,kidde,kieuw,k1ken,k1ker,k1ven,k1ver,kille,kilte,kimme,kinds,kinky,kiosk,klaaf,klaar,klaas,klamp,klank,klant,klare,klats,klauw,kled1,kleed,kleef,klein,klerk,klets,kleun,kleur,kliek,klier,kling,klink,kloef,kloek,kloet,klojo,klomp,klonk,klont,kloof,klooi,kloon,kloot,klote,klove,kluft,kluif,kluis,kluit,kluns,kluts,kluut,knaak,knaap,knauw,kneep,kneus,knier,knoei,knoet,knook,knoop,knorf,knots,koala,kobbe,kocht,kodak,kodde,koers,koest,koets,kogel,kogge,koine,koken,koker,koket,kokos,kolen,kolom,kolos,komaf,komen,kom1n,komma,komst,kon1n,koord,kopal,kopen,koper,kopie,kopra,koran,koren,korps,korre,korst,koste,koten,koter,koude,kovel,kozak,kozen,koz1n,kraag,kraai,kraak,kraal,kraam,kraan,krach,kramp,krank,krans,krant,krats,krauw,kreeg,kreek,krees,kreet,kreng,krent,kreuk,kriek,kriel,krill,krimi,krimp,kring,kroeg,kroep,kroes,krols,kromp,kroon,kroop,kroos,kroot,kruid,kruif,kruik,kruim,kruin,kruis,kruit,kubbe,kubus,kudde,kuier,kuise,kuist,kulas,kunde,kunst,kuras,kuren,kwaad,kwaal,kwade,kwant,kwark,kwart,kwast,kwats,kweek,kween,kwelm,kwets,kwiek,kwint,kwips,kawai,krapa,kliko
kelen,20000,20020,22001,22100,20020,21000,20002,20000,20000,20000,20000,20000,20000,20120,21020,20022,20020,20020,20000,20000,20000,20120,20022,20020,20222,20200,20200,21200,20200,20022,20020,20000,20001,20022,20001,20001,20002,20120,20022,20020,21000,20000,20000,20000,20000,20022,20020,20000,20000,20000,20000,20000,20000,20000,20000,21000,20020,21000,20000,20120,20000,20022,20020,22000,22002,22000,22120,22010,22022,22020,22222,22200,22120,22001,22001,22022,22022,22020,22010,22120,22022,22000,22000,22120,22022,22010,22000,22010,22120,22022,22020,22010,22022,21000,21000,20022,20020,20022,20020,21200,21200,21000,20001,20001,20000,20100,20100,20100,20100,20101,20101,21100,20100,20100,21100,21120,21120,21102,21100,21100,21102,21100,20120,20120,20101,20101,20120,20120,20120,20100,20100,20101,20101,20100,20100,20102,20100,21100,21100,20100,20100,20100,20100,20101,20100,20100,20001,20001,20001,21021,21001,20021,20021,20021,20001,20001,20001,20001,20100,21000,20000,20000,21000,21000,21000,21000,20120,21000,21001,20022,20020,20020,20000,20222,20200,20200,20000,20022,20002,20000,20000,20002,20000,20100,20022,20020,21000,20000,20002,20022,20000,21000,20000,21000,20022,20020,21000,20120,20000,20022,20002,20000,20000,20000,20100,20000,20002,20000,20000,20001,20001,20001,20000,20000,21020,21020,21020,21020,21001,21001,21000,20020,20120,20100,20000,20000,20001,20020,20020,20020,20100,20000,20002,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,21000,20000,21000,20020,21000,20000,20200,21001,20001,20000,20022,20000,20100,21000,20001,20000,20000,20000,20000,21020,21022,21100,21000,20020,20001,20000,20000,20000,20100
kelim,20000,21001,22020,22100,21001,21000,20000,20000,20000,20000,20000,20000,20000,21100,21000,21000,21000,21000,20000,20020,20000,21100,21000,21000,21200,20220,20220,21200,20200,21001,21001,20021,20000,21000,20020,20010,20000,21100,21000,21000,21000,20000,20000,20000,20000,21000,21000,20020,20001,20000,20000,20000,20000,20000,20000,21000,21000,21000,20010,21100,20000,21000,21000,22000,22000,22020,22100,22000,22000,22000,22200,22222,22101,22000,22000,22000,22000,22000,22020,22100,22000,22000,22000,22100,22000,22000,22000,22000,22100,22000,22000,22020,22000,21010,21010,21000,21000,21000,21000,21210,21210,21011,20010,20010,20010,20100,20100,20100,20101,20100,20100,21100,20100,20100,21100,21100,21100,21120,21100,21100,21100,21100,21110,21110,20110,20110,21100,21100,21100,20100,20101,20100,20100,20100,20110,20100,20100,21100,21100,20100,20120,20120,20120,20100,20100,20100,20000,20000,20000,21000,21000,21010,21010,21000,20000,20000,20000,20000,20100,21000,20000,20000,21000,21000,21000,21000,21100,21000,21010,21000,21000,21000,20000,21200,20202,20200,20001,21001,20001,20001,20001,20000,20000,20100,21000,21000,21020,20000,20000,21000,20000,21000,20000,21000,21000,21000,21000,21100,20000,21000,20000,20000,20010,20000,20100,20002,20000,20000,20001,20000,20000,20000,20000,20000,21000,21000,21000,21000,21000,21000,21000,21010,21110,20110,20011,20011,20010,21000,21000,21000,20100,20001,20000,20000,20000,20000,20020,20020,20020,20022,20020,20020,20020,21000,20000,21000,21010,21010,20010,20200,21000,20000,20000,21000,20000,20100,21000,20000,20000,20000,20000,20000,21000,21000,21102,21000,21010,20010,20010,20010,20000,20110
kemel,20000,20220,22000,22001,20220,21000,20000,20000,20000,20000,20000,20000,20000,20022,21020,20020,20020,20020,20000,20000,20000,20022,20020,20020,20021,20001,20001,21001,20001,20220,20220,20200,20000,20020,20000,20000,20000,20022,20020,20020,21000,20000,20000,20000,20000,20020,20020,20000,20100,20000,20000,20000,20000,20000,20000,21000,20020,21000,20000,20022,20000,20020,20020,22000,22000,22000,22022,22010,22020,22020,22021,22101,22222,22000,22000,22020,22020,22020,22010,22022,22020,22000,22000,22022,22020,22010,22000,22010,22022,22020,22020,22010,22020,21000,21000,20020,20020,20020,20020,21001,21001,21200,20000,20000,20000,20001,20001,20001,20101,20001,20001,21001,20001,20001,21001,21021,21021,21001,21001,21001,21001,21001,20021,20021,20001,20001,20021,20021,20021,20001,20101,20001,20001,20001,20001,20001,20001,21001,21001,20001,20001,20001,20001,20001,20001,20001,20000,20000,20000,21020,21000,20020,20020,20020,20000,20000,20000,20000,20001,21000,20000,20000,21000,21000,21000,21000,20022,21000,21000,20020,20020,20020,20000,20021,20101,20001,20200,20220,20200,20200,20200,20000,20000,20002,20020,20020,21000,20000,20000,20020,20000,21000,20000,21000,20020,20020,21000,20022,20000,20020,20000,20000,20000,20000,20002,20100,20000,20000,20100,20000,20000,20000,20000,20000,21020,21020,21020,21020,21000,21000,21000,20020,20022,20002,20100,20100,20000,20020,20020,20020,20001,20100,20000,20000,20000,20000,20000,20000,20000,20100,20000,20000,20000,21000,20000,21000,20020,21000,20000,20001,21000,20000,20000,20020,20000,20002,21000,20000,20000,20000,20000,20000,21020,21020,21101,21000,20020,20000,20000,20000,20000,20001
kenau,20010,21010,22210,22001,21000,21000,20120,20020,20010,20010,20010,20010,20020,21010,21010,21110,21010,21010,20010,20010,20020,21010,21110,21010,21110,20010,20010,21010,20010,21110,21010,20010,20210,21210,20210,20210,20210,21010,21110,21010,21010,20010,20010,20010,20020,21110,21010,20010,20010,20010,20010,20010,20010,20010,20010,21010,21010,21010,20011,21010,20020,21110,21010,22020,22100,22000,22000,22000,22100,22000,22100,22000,22000,22222,22200,22200,22100,22000,22000,22000,22100,22000,22000,22000,22100,22000,22001,22001,22000,22100,22000,22000,22100,21000,21001,21100,21000,21100,21000,21000,21000,21000,20200,20200,20000,20020,20020,20020,20010,20110,20110,21010,20010,20011,21000,21000,21000,21100,21000,21000,21101,21001,21000,21000,20100,20100,21000,21000,21000,20000,20000,20100,20100,20000,20000,20100,20000,21000,21000,20001,20001,20001,20001,20101,20001,20001,20120,20120,20111,21100,21101,21100,21100,21100,20100,20100,20100,20100,20010,21000,20000,20020,21000,21000,21000,21000,21000,21000,21100,21100,21000,21000,20000,21100,20000,20000,20020,21100,20100,20010,20000,20200,20000,20020,21100,21000,21000,20010,20120,21100,20000,21000,20000,21000,21100,21000,21001,21000,20020,21100,20100,20020,20020,20020,20020,20020,20120,20010,20010,20110,20110,20110,20010,20011,21000,21000,21000,21000,21100,21100,21001,21000,21000,20000,20000,20000,20100,21000,21000,21000,20000,20000,20100,20000,20000,20000,20001,20001,20001,20001,20101,20001,20001,21001,20001,21001,21001,21001,20001,20021,21201,20201,20021,21101,20020,20020,21010,20110,20010,20010,20010,20010,21000,21100,21000,21000,21000,20100,20000,20020,20010,20000
kendo,20000,21000,22200,22000,21000,21011,20101,20001,20010,20000,20000,20000,20000,21000,21010,21110,21010,21010,20000,20000,20000,21000,21100,21000,21100,20000,20000,21000,20001,21100,21000,20000,20220,21200,20200,20200,20201,21000,21100,21000,21000,20001,20001,20000,20000,21100,21000,20000,20000,20001,20001,20000,20000,20000,20000,21000,21000,21000,20000,21000,20000,21100,21000,22000,22101,22000,22000,22000,22100,22000,22100,22000,22000,22200,22222,22200,22100,22000,22000,22000,22100,22000,22000,22000,22100,22000,22000,22000,22000,22100,22000,22000,22100,21020,21000,21100,21000,21100,21000,21000,21000,21000,20220,20200,20001,20000,20000,20000,20000,20100,20100,21000,20000,20000,21020,21010,21000,21100,21000,21000,21100,21000,21000,21000,20100,20100,21001,21001,21001,20002,20001,20101,20101,20001,20001,20101,20001,21001,21001,20000,20000,20000,20000,20100,20000,20000,20100,20100,20100,21100,21100,21100,21101,21101,20101,20101,20101,20101,20001,21001,20001,20011,21021,21001,21001,21001,21001,21001,21101,21101,21001,21001,20001,21101,20001,20001,20001,21101,20101,20001,20001,20201,20011,20001,21101,21001,21001,20001,20101,21101,20001,21001,20001,21001,21101,21001,21021,21001,20001,21101,20101,20000,20000,20000,20000,20000,20100,20000,20000,20100,20100,20100,20000,20000,21000,21000,21000,21000,21100,21100,21000,21000,21000,20000,20000,20000,20100,21001,21001,21001,20001,20001,20101,20001,20001,20001,20010,20000,20000,20000,20100,20000,20000,21000,20000,21020,21000,21000,20000,20000,21220,20200,20000,21100,20010,20000,21020,20100,20000,20000,20000,20000,21000,21100,21000,21000,21000,20100,20000,20000,20000,20002
kenen,20000,20020,22200,22000,20020,21000,20002,20000,20000,20000,20000,20000,20000,20020,21020,20022,20020,20020,20000,20000,20000,20020,20022,20020,20022,20000,20000,21000,20000,20022,20020,20000,20200,20222,20200,20200,20202,20020,20022,20020,21000,20000,20000,20000,20000,20022,20020,20000,20000,20000,20000,20000,20000,20000,20000,21000,20020,21000,20000,20020,20000,20022,20020,22000,22002,22000,22020,22010,22022,22020,22022,22000,22020,22200,22200,22222,22022,22020,22010,22020,22022,22000,22000,22020,22022,22010,22000,22010,22020,22022,22020,22010,22022,21000,21000,20022,20020,20022,20020,21000,21000,21000,20200,20200,20000,20000,20000,20000,20000,20100,20100,21000,20000,20000,21000,21020,21020,21002,21000,21000,21002,21000,20020,20020,20100,20100,20020,20020,20020,20000,20000,20100,20100,20000,20000,20002,20000,21000,21000,20000,20000,20000,20000,20100,20000,20000,20100,20100,20100,21120,21100,20120,20120,20120,20100,20100,20100,20100,20000,21000,20000,20000,21000,21000,21000,21000,20020,21000,21100,20022,20020,20020,20000,20022,20000,20000,20000,20022,20002,20000,20000,20202,20000,20000,20022,20020,21000,20000,20002,20022,20000,21000,20000,21000,20022,20020,21000,20020,20000,20022,20002,20000,20000,20000,20000,20000,20002,20000,20000,20100,20100,20100,20000,20000,21020,21020,21020,21020,21100,21100,21000,20020,20020,20000,20000,20000,20100,20020,20020,20020,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,21000,20000,21000,20020,21000,20000,20000,21200,20200,20000,20022,20000,20000,21000,20100,20000,20000,20000,20000,21020,21022,21000,21000,20020,20100,20000,20000,20000,20000
kepen,20100,20020,22001,22000,20020,21000,20002,20000,20000,20000,20000,20000,20000,20020,21020,20022,20020,20020,20000,20000,20000,20020,20022,20020,20022,20000,20000,21000,20000,20022,20020,20000,20001,20022,20001,20001,20002,20220,20222,20220,21200,20200,20200,20200,20000,20022,20020,20000,20000,20000,20000,20000,20000,20000,20000,21000,20020,21000,20000,20020,20000,20022,20020,22000,22002,22000,22020,22010,22022,22020,22022,22000,22020,22001,22001,22022,22222,22220,22210,22020,22022,22000,22000,22020,22022,22010,22000,22010,22020,22022,22020,22010,22022,21000,21000,20022,20020,20022,20020,21000,21000,21000,20001,20001,20000,20000,20000,20000,20100,20001,20001,21000,20000,20000,21000,21020,21020,21002,21000,21000,21002,21000,20020,20020,20001,20001,20020,20020,20020,20000,20100,20001,20001,20000,20000,20002,20000,21000,21000,20000,20000,20000,20000,20001,20000,20000,20001,20101,20001,21121,21001,20021,20021,20021,20001,20101,20001,20001,20000,21000,20000,20000,21000,21000,21000,21000,20020,21000,21001,20022,20020,20020,20000,20022,20000,20000,20000,20022,20002,20000,20000,20002,20000,20200,20222,20220,21200,20200,20002,20022,20100,21000,20000,21000,20022,20020,21000,20020,20000,20022,20002,20000,20000,20000,20000,20000,20002,20000,20100,20001,20001,20001,20000,20000,21020,21020,21020,21020,21001,21001,21000,20020,20020,20000,20000,20100,20001,20020,20120,20020,20000,20100,20002,20100,20000,20000,20000,20000,20000,20000,20002,20000,20000,21000,20000,21000,20020,21000,20000,20000,21001,20001,20000,20022,20000,20000,21000,20001,20000,20000,20000,20000,21020,21022,21000,21000,20020,20001,20100,20000,20100,20000
keper,20100,20022,22000,22000,20022,21001,20001,20000,20001,20001,20001,20000,20000,20020,21020,20020,20022,20020,20000,20002,20000,20020,20020,20022,20020,20000,20000,21000,20000,20020,20022,20000,20000,20020,20000,20000,20000,20220,20220,20222,21200,20200,20200,20200,20001,20021,20021,20001,20001,20001,20001,20001,20001,20000,20000,21000,20022,21000,20001,20020,20000,20020,20022,22000,22000,22002,22020,22010,22020,22022,22020,22000,22020,22000,22000,22020,22220,22222,22210,22021,22021,22001,22001,22020,22020,22010,22001,22010,22020,22020,22022,22010,22020,21000,21000,20020,20022,20020,20022,21000,21000,21000,20000,20000,20000,20000,20002,20000,20100,20000,20000,21001,20000,20000,21000,21020,21020,21000,21001,21000,21000,21002,20020,20022,20000,20000,20020,20020,20020,20000,20100,20000,20000,20000,20000,20000,20000,21000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20100,20000,21120,21000,20022,20020,20020,20000,20100,20001,20000,20000,21000,20000,20000,21000,21001,21000,21000,20020,21000,21000,20020,20022,20020,20000,20020,20000,20000,20000,20020,20000,20000,20000,20000,20001,20200,20220,20222,21200,20201,20001,20021,20101,21001,20001,21000,20020,20022,21000,20020,20000,20020,20000,20001,20001,20001,20001,20001,20001,20001,20101,20001,20001,20001,20001,20001,21021,21021,21021,21021,21001,21001,21001,20021,20021,20001,20001,20101,20001,20021,20121,20021,20001,20101,20001,20101,20001,20001,20001,20001,20001,20001,20001,20001,20001,21000,20000,21000,20022,21000,20000,20000,21000,20000,20001,20021,20000,20000,21000,20000,20001,20001,20000,20000,21020,21020,21000,21000,20020,20000,20100,20000,20101,20000
kepie,20100,21000,22020,22000,21000,21000,20000,20000,20000,20000,20000,20000,20000,21000,21002,21000,21000,21000,20000,20020,20000,21000,21000,21000,21000,20020,20020,20002,20000,21000,21000,20020,20000,21000,20020,20010,20000,21200,21200,21200,20202,20200,20200,20200,20000,21000,21000,20020,20000,20000,20000,20000,20000,20000,20000,20002,21000,20002,20010,21000,20000,21000,21000,22000,22000,22020,22001,22002,22001,22001,22001,22020,22001,22000,22000,22001,22201,22201,22222,22001,22001,22000,22000,22001,22001,22002,22000,22002,22001,22001,22001,22022,22001,20012,21010,21000,21000,21000,21000,20012,20012,20012,20010,20010,20010,20000,20000,20000,20100,20000,20000,20002,20000,20000,21000,21001,21001,21020,21000,21000,21000,21000,21010,21010,20010,20010,21000,21000,21000,20000,20100,20000,20000,20000,20010,20000,20000,20002,20002,20000,20020,20020,20020,20000,20000,20000,20000,20100,20000,21101,21000,21010,21010,21000,20000,20100,20000,20000,20000,20002,20000,20000,20002,21000,21000,21000,21000,20002,20012,21000,21000,21000,20000,21000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20200,21200,21200,20222,20200,20000,21000,20100,20002,20000,20002,21000,21000,20002,21000,20000,21000,20000,20000,20010,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,21001,21001,21001,21001,21000,21000,21000,21010,21010,20010,20010,20110,20010,21000,21100,21000,20000,20100,20000,20100,20000,20000,20020,20020,20020,20020,20020,20020,20020,20002,20000,20002,21010,20012,20010,20000,20002,20000,20000,21000,20000,20000,20002,20000,20000,20000,20000,20000,21001,21001,21000,21000,21010,20010,20110,20010,20100,20010
kerel,20000,20120,22000,22001,20120,21100,20200,20000,20100,20100,20100,20000,20000,20022,21020,20020,20120,20020,20000,20100,20000,20022,20020,20120,20021,20001,20001,21001,20001,20020,20120,20000,20000,20020,20000,20000,20000,20022,20020,20120,21000,20000,20000,20000,20200,20220,20220,20200,20200,20200,20200,20200,20200,20000,20000,21000,20120,21000,20100,20022,20000,20020,20120,22000,22000,22100,22022,22010,22020,22120,22021,22001,22022,22000,22000,22020,22020,22120,22010,22222,22220,22200,22200,22022,22020,22010,22100,22010,22022,22020,22120,22010,22020,21000,21000,20020,20120,20020,20120,21001,21001,21000,20000,20000,20000,20001,20101,20001,20001,20001,20001,21101,20001,20001,21001,21021,21021,21001,21101,21001,21001,21101,20021,20121,20001,20001,20021,20021,20021,20001,20001,20001,20001,20001,20001,20001,20001,21001,21001,20001,20001,20001,20001,20001,20001,20001,20000,20000,20000,21020,21000,20120,20020,20020,20000,20000,20100,20000,20001,21000,20000,20000,21000,21100,21000,21000,20022,21000,21000,20020,20120,20020,20000,20021,20001,20001,20000,20020,20000,20000,20000,20000,20100,20002,20020,20120,21000,20100,20200,20220,20200,21200,20200,21000,20020,20120,21000,20022,20000,20020,20000,20100,20100,20100,20102,20100,20100,20100,20100,20100,20100,20100,20100,20100,21120,21120,21120,21120,21100,21100,21100,20120,20122,20102,20100,20100,20100,20120,20120,20120,20101,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,21000,20000,21000,20120,21000,20000,20001,21000,20000,20200,20220,20000,20002,21000,20000,20100,20100,20000,20000,21020,21020,21001,21000,20020,20000,20000,20000,20100,20001
keren,20000,20120,22001,22000,20120,21100,20202,20000,20100,20100,20100,20000,20000,20020,21020,20022,20120,20020,20000,20100,20000,20020,20022,20120,20022,20000,20000,21000,20000,20022,20120,20000,20001,20022,20001,20001,20002,20020,20022,20120,21000,20000,20000,20000,20200,20222,20220,20200,20200,20200,20200,20200,20200,20000,20000,21000,20120,21000,20100,20020,20000,20022,20120,22000,22002,22100,22020,22010,22022,22120,22022,22000,22020,22001,22001,22022,22022,22120,22010,22220,22222,22200,22200,22020,22022,22010,22100,22010,22020,22022,22120,22010,22022,21000,21000,20022,20120,20022,20120,21000,21000,21000,20001,20001,20000,20000,20100,20000,20000,20001,20001,21100,20000,20000,21000,21020,21020,21002,21100,21000,21002,21100,20020,20120,20001,20001,20020,20020,20020,20000,20000,20001,20001,20000,20000,20002,20000,21000,21000,20000,20000,20000,20000,20001,20000,20000,20001,20001,20001,21021,21001,20121,20021,20021,20001,20001,20101,20001,20000,21000,20000,20000,21000,21100,21000,21000,20020,21000,21001,20022,20120,20020,20000,20022,20000,20000,20000,20022,20002,20000,20000,20002,20100,20000,20022,20120,21000,20100,20202,20222,20200,21200,20200,21000,20022,20120,21000,20020,20000,20022,20002,20100,20100,20100,20100,20100,20102,20100,20100,20101,20101,20101,20100,20100,21120,21120,21120,21120,21101,21101,21100,20120,20120,20100,20100,20100,20101,20120,20120,20120,20100,20100,20102,20100,20100,20100,20100,20100,20100,20100,20102,20100,20100,21000,20000,21000,20120,21000,20000,20000,21001,20001,20200,20222,20000,20000,21000,20001,20100,20100,20000,20000,21020,21022,21000,21000,20020,20001,20000,20000,20100,20000
kerks,20002,21100,22000,22002,21100,21100,20200,20010,20100,20102,20100,20002,20002,21000,21000,21000,21100,21000,20000,20100,20010,21010,21010,21110,21000,20000,20002,21000,20000,21000,21100,20000,20000,21000,20002,20000,20000,21000,21000,21100,21000,20010,20000,20000,20200,21200,21200,20200,20200,20202,20200,20201,20200,20001,20001,21001,21100,21000,20100,21000,20010,21000,21100,22000,22000,22100,22000,22000,22010,22110,22000,22000,22000,22000,22000,22000,22000,22100,22000,22200,22200,22222,22201,22000,22000,22000,22102,22000,22000,22000,22100,22000,22000,21000,21000,21010,21110,21000,21100,21000,21000,21000,20002,20020,20011,20000,20100,20002,20000,20010,20000,21100,20002,20000,21000,21000,21000,21000,21110,21002,21000,21100,21010,21100,20000,20010,21000,21010,21000,20000,20000,20010,20000,20000,20000,20000,20000,21000,21000,20000,20000,20002,20000,20002,20002,20000,20010,20000,20000,21000,21002,21100,21000,21000,20010,20000,20100,20002,20000,21000,20000,20010,21000,21102,21001,21002,21000,21000,21000,21010,21110,21010,20012,21000,20000,20002,20000,21000,20000,20000,20001,20000,20100,20000,21000,21100,21000,20100,20200,21200,20202,21200,20201,21001,21000,21100,21000,21000,20010,21000,20000,20100,20100,20110,20100,20100,20100,20100,20100,20110,20102,20100,20102,20100,21100,21110,21102,21100,21100,21100,21110,21110,21100,20100,20100,20100,20100,21100,21100,21102,20102,20100,20100,20100,20102,20100,20100,20100,20110,20100,20100,20102,20100,21000,20002,21000,21100,21001,20001,20002,21000,20001,20202,21200,20000,20000,21000,20000,20110,20100,20001,20002,21010,21000,21000,21002,21010,20000,20002,20000,20100,20020
kerst,20010,21100,22000,22010,21100,21100,20200,20000,20100,20110,20102,20011,20010,21000,21000,21000,21100,21002,20000,20100,20000,21000,21000,21100,21000,20000,20010,21000,20002,21000,21100,20000,20000,21000,20010,20000,20000,21000,21000,21100,21000,20000,20002,20000,20200,21200,21202,20200,20200,20210,20202,20222,20200,20010,20020,21011,21101,21001,20100,21000,20000,21000,21100,22000,22000,22100,22000,22000,22000,22100,22000,22000,22000,22000,22000,22000,22000,22100,22000,22200,22200,22210,22222,22001,22001,22001,22110,22000,22000,22000,22100,22000,22000,21000,21000,21000,21100,21000,21100,21000,21001,21000,20010,20000,20020,20000,20100,20010,20000,20000,20002,21100,20011,20000,21000,21000,21000,21000,21100,21011,21000,21100,21000,21100,20000,20000,21000,21000,21002,20000,20000,20000,20002,20000,20000,20000,20002,21001,21000,20002,20000,20010,20002,20010,20011,20002,20000,20000,20000,21000,21010,21100,21000,21002,20000,20000,20100,20011,20000,21000,20002,20000,21000,21110,21022,21011,21000,21000,21000,21000,21100,21002,20010,21000,20000,20010,20000,21000,20000,20000,20022,20000,20100,20000,21000,21100,21000,20100,20200,21200,20210,21200,20222,21011,21001,21101,21000,21000,20000,21000,20000,20100,20100,20100,20100,20100,20100,20100,20100,20100,20110,20102,20111,20100,21100,21100,21110,21102,21100,21102,21100,21100,21100,20100,20100,20100,20100,21100,21100,21110,20110,20100,20100,20100,20110,20102,20100,20100,20100,20100,20100,20110,20102,21000,20010,21000,21100,21020,20022,20010,21000,20022,20210,21200,20000,20000,21000,20002,20100,20102,20022,20011,21000,21000,21000,21011,21000,20002,20010,20000,20100,20000
