Guess,gents,ghana,gouds,griek,gaard,gabbe,gaden,gaffe,gagel,gaine,gajes,galei,galon,galop,gamba,gamel,gamen,gamer,gamma,gapen,gaper,garde,garen,garoe,garve,gaten,gaven,gazel,gazen,gazet,gazon,gebak,gebbe,gebed,gebel,gebit,gebod,gedag,gedoe,geduw,geest,geeuw,gegil,geh1g,gehol,geien,ge1kt,gejou,gekef,gek1f,gekir,gekko,gekte,gelag,gelal,gelee,gelei,gelen,gelid,gelig,gel1k,gelik,gelui,geluk,gelul,geluw,gemak,gemet,gemis,gemok,gemor,gemot,genet,genie,genot,genre,genus,gepuf,gerei,geren,gerst,gesar,gesco,gesel,gesis,gesol,geste,getal,getik,getob,getto,geuze,geval,gevat,gevel,geven,gever,gevl1,gevr1,gewag,gewas,gewei,gew1d,gewin,gewis,gezag,gezel,gezet,gezin,gibus,gigue,g1pen,gilde,gilet,ginds,ginst,gipsy,giraf,glans,gleed,gleis,gleuf,glimp,globe,gloed,gloop,gloor,gneis,gnoom,goden,godin,goede,gogme,gojim,golem,gonje,gorig,gouwe,gozer,graad,graaf,graag,graai,graal,graan,graat,grauw,green,greep,grein,grens,grief,griek,griel,griep,gries,griet,grift,gr1ns,grill,grime,grind,grint,griot,groef,groei,groen,groep,groet,grond,groot,grote,gruis,guano,guave,gummi,gunst,guppy,gyros,ger1m,geram,gebal,geoha,gomma,gauss
grolt,20001,20000,20100,22000,21000,20000,20000,20000,20010,20000,20000,20010,20110,20110,20000,20010,20000,21000,20000,20000,21000,21000,21000,21100,21000,20001,20000,20010,20000,20002,20100,20000,20000,20000,20010,20002,20100,20000,20100,20000,20002,20000,20010,20000,20110,20000,20002,20100,20000,20000,21000,20100,20001,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20000,20002,20000,20100,21100,20102,20002,20000,20102,21000,20000,20000,21000,21000,21002,21000,20100,20010,20000,20110,20001,20011,20001,20101,20101,20000,20010,20002,20010,20000,21000,20020,21000,20000,20000,20000,20000,20000,20000,20000,20010,20002,20000,20000,20000,20000,20010,20012,20000,20002,20000,21000,20010,20010,20010,20010,20010,20210,20210,20210,21210,20000,20200,20100,20100,20100,20100,20100,20110,20100,21100,20100,21100,22000,22000,22000,22000,22010,22000,22002,22000,22000,22000,22000,22000,22000,22000,22010,22000,22000,22002,22002,22000,22020,22000,22000,22002,22102,22200,22200,22200,22200,22202,22200,22202,22201,22000,20100,20000,20000,20002,20000,21100,21000,21000,20010,20200,20100,20000
gromt,20001,20000,20100,22000,21000,20000,20000,20000,20000,20000,20000,20000,20100,20100,20010,20010,20010,21010,20020,20000,21000,21000,21000,21100,21000,20001,20000,20000,20000,20002,20100,20000,20000,20000,20000,20002,20100,20000,20100,20000,20002,20000,20000,20000,20100,20000,20002,20100,20000,20000,21000,20100,20001,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20010,20012,20010,20110,21110,20112,20002,20000,20102,21000,20000,20000,21000,21000,21002,21000,20100,20000,20000,20100,20001,20001,20001,20101,20101,20000,20000,20002,20000,20000,21000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20002,20000,20002,20000,21000,20000,20000,20000,20000,20020,20200,20200,20200,21200,20000,20210,20100,20100,20100,20120,20110,20110,20100,21100,20100,21100,22000,22000,22000,22000,22000,22000,22002,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22002,22002,22000,22000,22020,22000,22002,22102,22200,22200,22200,22200,22202,22200,22202,22201,22000,20100,20000,20020,20002,20000,21100,21010,21010,20000,20200,20120,20000
grove,20001,20000,20100,22001,21000,20002,20001,20002,20001,20002,20001,20001,20100,20100,20000,20001,20001,21001,20000,20001,21001,21002,21001,21102,21022,20001,20011,20001,20001,20001,20100,20001,20002,20001,20001,20001,20101,20001,20102,20001,20001,20001,20001,20001,20101,20001,20001,20101,20001,20001,21001,20101,20002,20001,20001,20002,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20101,21101,20101,20001,20002,20101,21002,20001,20001,21001,21001,21001,21001,20101,20001,20001,20101,20002,20001,20001,20101,20101,20002,20011,20011,20011,20011,21011,20011,21011,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20000,20002,20001,20002,20001,20000,20000,20000,21000,20000,20001,20001,20001,20000,20202,20201,20200,21200,20001,20200,20101,20100,20102,20102,20100,20101,20102,21100,20102,21101,22000,22000,22000,22000,22000,22000,22000,22000,22001,22001,22001,22001,22001,22001,22001,22001,22001,22001,22000,22000,22000,22002,22000,22000,22100,22201,22201,22201,22201,22201,22200,22200,22202,22000,20100,20022,20000,20000,20000,21100,21001,21001,20001,20201,20100,20000
gruwt,20001,20000,20200,22000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,21000,21000,21000,21000,21000,20001,20000,20000,20000,20002,20000,20000,20000,20000,20000,20002,20000,20000,20000,20110,20002,20110,20000,20000,20000,20000,20002,20100,20000,20000,21000,20000,20001,20000,20000,20000,20000,20000,20000,20000,20000,20000,20100,20100,20100,20110,20000,20002,20000,20000,21000,20002,20002,20000,20002,21000,20100,20100,21000,21000,21002,21000,20000,20000,20000,20000,20001,20001,20001,20001,20001,20200,20000,20002,20000,20000,21000,20000,21000,20010,20010,20010,20010,20010,20010,20000,20000,20002,20000,20100,20100,20000,20000,20002,20000,20002,20000,21000,20000,20000,20000,20100,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20220,21000,22000,22000,22000,22000,22000,22000,22002,22110,22000,22000,22000,22000,22000,22000,22000,22000,22000,22002,22002,22000,22000,22000,22000,22002,22002,22000,22000,22000,22000,22002,22000,22002,22001,22200,20100,20100,20100,20102,20100,21000,21000,21000,20000,20000,20000,20200
gulle,20001,20000,21000,20001,20000,20002,20001,20002,20101,20002,20001,20201,20200,20200,20000,20101,20001,20001,20000,20001,20001,20002,20001,20002,20002,20001,20001,20101,20001,20001,20000,20001,20002,20001,20101,20001,20001,20001,20002,21001,20001,21001,20101,20001,20101,20001,20001,21001,20001,20001,20001,20001,20002,20201,20211,20202,20201,20201,20201,20201,20201,20201,21201,21201,21211,21201,20001,20001,20001,20001,20001,20001,20001,20002,20001,20002,21001,21001,20001,20001,20001,20001,20001,20101,20001,20101,20002,20101,20001,20001,20001,21002,20101,20001,20101,20001,20001,20021,20001,20001,20001,20001,20001,20001,20001,20001,20101,20001,20001,21000,21002,20001,20202,20201,20000,20000,20000,20000,20100,20101,20101,21101,20100,20102,20101,20100,20100,20001,20000,20001,20000,20002,20002,20000,20201,20002,20000,21002,20001,20000,20000,20000,20000,20100,20000,20000,21000,20001,20001,20001,20001,20001,20001,20101,20001,20001,20001,20000,20000,20120,20002,20000,20000,20000,20001,20001,20001,20001,20001,20000,20000,20002,21000,22000,22002,22000,22000,22000,20000,20001,20001,20101,20001,20000,21000
gulpt,20001,20000,21000,20000,20000,20000,20000,20000,20100,20000,20000,20200,20200,20210,20000,20100,20000,20000,20000,20010,20010,20000,20000,20000,20000,20001,20000,20100,20000,20002,20000,20000,20000,20000,20100,20002,20000,20000,20000,21000,20002,21000,20100,20000,20100,20000,20002,21000,20000,20000,20000,20000,20001,20200,20200,20200,20200,20200,20200,20200,20200,20200,21200,21200,21200,21200,20000,20002,20000,20000,20000,20002,20002,20000,20002,20000,21000,21010,20000,20000,20002,20000,20000,20100,20000,20100,20001,20101,20001,20001,20001,21000,20100,20002,20100,20000,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20100,20002,20000,21000,21000,20010,20200,20202,20000,20002,20010,20000,20100,20100,20100,21100,20110,20100,20100,20110,20100,20000,20000,20000,20000,20000,20000,20000,20200,20000,20000,21000,20000,20000,20000,20000,20000,20100,20000,20002,21000,20000,20010,20000,20000,20000,20000,20100,20010,20000,20002,20002,20000,20100,20000,20000,20002,20002,20000,20000,20000,20010,20002,20000,20002,20001,21000,22000,22000,22000,22002,22020,20000,20000,20000,20100,20000,20000,21000
gulst,20011,20000,21010,20000,20000,20000,20000,20000,20100,20000,20010,20200,20200,20200,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20001,20000,20100,20000,20002,20000,20000,20000,20000,20100,20002,20000,20000,20000,21000,20022,21000,20100,20000,20100,20000,20002,21000,20000,20000,20000,20000,20001,20200,20200,20200,20200,20200,20200,20200,20200,20200,21200,21200,21200,21200,20000,20002,20010,20000,20000,20002,20002,20000,20002,20000,21010,21000,20000,20000,20022,20010,20010,20110,20010,20110,20011,20101,20001,20001,20001,21000,20100,20002,20100,20000,20000,20100,20000,20000,20010,20000,20000,20000,20010,20000,20100,20002,20000,21010,21000,20000,20200,20202,20010,20022,20020,20000,20110,20100,20110,21100,20100,20100,20100,20100,20100,20010,20000,20000,20000,20000,20000,20000,20200,20000,20000,21000,20000,20000,20000,20000,20000,20100,20000,20002,21000,20000,20000,20000,20010,20000,20000,20100,20000,20010,20002,20002,20010,20100,20000,20000,20002,20002,20000,20000,20000,20000,20002,20000,20002,20001,21010,22000,22000,22000,22022,22000,20010,20000,20000,20100,20000,20000,21020
gumde,20001,20000,21020,20001,20010,20002,20011,20002,20001,20002,20001,20001,20000,20000,20200,20201,20201,20201,20200,20001,20001,20022,20001,20002,20002,20001,20001,20001,20001,20001,20000,20001,20002,20011,20001,20001,20011,20011,20012,21011,20001,21001,20001,20001,20001,20001,20001,21001,20001,20001,20001,20001,20002,20001,20001,20002,20001,20001,20011,20001,20001,20001,21001,21001,21001,21001,20201,20201,20201,20201,20201,20201,20001,20002,20001,20002,21001,21001,20001,20001,20001,20001,20001,20001,20001,20001,20002,20001,20001,20001,20001,21002,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20011,20001,20001,20001,20001,20001,20001,21000,21002,20001,20022,20001,20020,20000,20000,20000,20000,20011,20001,21001,20100,20002,20011,20000,20000,20001,20100,20011,20010,20022,20102,20100,20101,20002,20000,21002,20001,20010,20000,20000,20000,20000,20000,20000,21000,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20000,20000,20000,20102,20010,20000,20000,20001,20001,20001,20001,20001,20010,20000,20002,21000,22000,22002,22200,22000,22000,20000,20101,20101,20001,20001,20200,21000
gunde,20201,20100,21020,20001,20010,20002,20111,20002,20001,20102,20001,20001,20100,20000,20000,20001,20101,20001,20000,20101,20001,20022,20101,20002,20002,20101,20101,20001,20101,20001,20100,20001,20002,20011,20001,20001,20011,20011,20012,21011,20001,21001,20001,20001,20001,20101,20001,21001,20001,20001,20001,20001,20002,20001,20001,20002,20001,20101,20011,20001,20001,20001,21001,21001,21001,21001,20001,20001,20001,20001,20001,20001,20201,20202,20201,20202,21201,21001,20001,20101,20001,20001,20001,20001,20001,20001,20002,20001,20001,20001,20001,21002,20001,20001,20001,20101,20001,20001,20001,20001,20001,20001,20011,20101,20001,20001,20001,20001,20101,21000,21002,20101,20022,20001,20220,20200,20000,20000,20100,20011,20001,21001,20000,20002,20011,20000,20000,20101,20100,20111,20110,20022,20002,20000,20001,20202,20000,21002,20001,20010,20000,20000,20000,20000,20100,20000,21000,20101,20001,20101,20101,20001,20001,20001,20001,20001,20001,20000,20100,20000,20002,20110,20100,20000,20001,20001,20101,20001,20001,20110,20000,20002,21000,22100,22002,22000,22200,22000,20000,20001,20001,20001,20001,20000,21000
guste,20121,20000,21100,20001,20000,20002,20001,20002,20001,20002,20101,20001,20000,20000,20000,20001,20001,20001,20000,20001,20001,20002,20001,20002,20002,20011,20001,20001,20001,20011,20000,20001,20002,20001,20001,20011,20001,20001,20002,21001,20111,21001,20001,20001,20001,20001,20011,21001,20001,20001,20001,20001,20022,20001,20001,20002,20001,20001,20001,20001,20001,20001,21001,21001,21001,21001,20001,20011,20101,20001,20001,20011,20011,20002,20011,20002,21101,21001,20001,20001,20111,20201,20201,20201,20201,20201,20222,20011,20011,20011,20021,21002,20001,20011,20001,20001,20001,20001,20001,20001,20101,20001,20001,20001,20101,20001,20001,20011,20001,21100,21002,20001,20002,20011,20100,20110,20100,20000,20100,20001,20101,21001,20000,20002,20001,20000,20000,20101,20000,20001,20000,20002,20002,20000,20001,20002,20000,21002,20001,20000,20000,20000,20000,20000,20000,20010,21000,20001,20001,20001,20101,20001,20001,20001,20001,20101,20011,20010,20100,20000,20002,20000,20010,20010,20001,20001,20001,20001,20011,20000,20010,20022,21100,22000,22002,22000,22110,22000,20100,20001,20001,20001,20001,20000,21100
gutst,20110,20000,21010,20000,20000,20000,20000,20000,20000,20000,20010,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20200,20000,20000,20000,20002,20000,20000,20000,20000,20000,20002,20000,20000,20000,21000,20022,21000,20000,20000,20000,20000,20002,21000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,21000,21000,21000,20000,20002,20010,20000,20000,20002,20002,20000,20002,20000,21010,21000,20000,20000,20022,20010,20010,20010,20010,20010,20110,20200,20200,20200,20201,21000,20000,20002,20000,20000,20000,20000,20000,20000,20010,20000,20000,20000,20010,20000,20000,20002,20000,21010,21000,20000,20000,20002,20010,20022,20020,20000,20010,20000,20010,21000,20000,20000,20000,20000,20000,20010,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20002,21000,20000,20000,20000,20010,20000,20000,20000,20000,20010,20002,20002,20010,20000,20000,20000,20002,20002,20000,20000,20000,20000,20002,20000,20002,20100,21010,22000,22000,22000,22022,22000,20010,20000,20000,20000,20000,20000,21020
gymde,20001,20000,20020,20001,20010,20002,20011,20002,20001,20002,20001,20001,20000,20000,20200,20201,20201,20201,20200,20001,20001,20022,20001,20002,20002,20001,20001,20001,20001,20001,20000,20001,20002,20011,20001,20001,20011,20011,20012,20011,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20002,20001,20001,20002,20001,20001,20011,20001,20001,20001,20001,20001,20001,20001,20201,20201,20201,20201,20201,20201,20001,20002,20001,20002,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20002,20001,20001,20001,20001,20002,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20011,20001,20001,20001,20001,20001,20001,20000,20002,20001,20022,20001,20020,20000,21000,20000,20000,20011,20001,20001,20100,20002,20011,20000,20000,20001,20100,20011,20010,20022,20102,20100,20101,20002,20000,20002,20001,20010,20000,20000,20000,20000,20000,20000,20000,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20000,20000,20000,20102,20010,20000,20000,20001,20001,20001,20001,20001,20010,20000,20002,20000,20000,20002,20200,20000,21000,22000,20101,20101,20001,20001,20200,20000
gogen,20011,20001,22000,20020,20000,20010,20022,20010,20220,20011,20020,20020,21002,21000,20000,20020,20022,20020,20000,20022,20020,20010,20022,21010,20010,20022,20022,20020,20022,20020,21002,20010,20010,20020,20020,20010,21010,20110,21010,20010,20010,20010,20210,20110,21010,20022,20010,21010,20020,20010,20010,21010,20010,20110,20010,20020,20020,20022,20010,20110,20010,20010,20010,20010,20010,20010,20010,20020,20010,21010,21010,21010,20021,20011,21011,20011,20011,20010,20020,20022,20010,20010,21010,20020,20010,21010,20010,20010,20010,21010,21010,20010,20010,20010,20020,20022,20020,20010,20010,20110,20010,20020,20010,20012,20010,20110,20020,20020,20012,20000,20210,20022,20010,20020,20001,20001,20000,20000,20001,20020,20010,20010,20000,21010,21020,21000,21000,20011,21001,22022,22002,22010,22210,22000,22020,22011,22100,22010,22020,20000,20000,20100,20000,20000,20002,20000,20000,20022,20020,20012,20011,20020,20020,20020,20020,20020,20020,20000,20001,20000,20010,20001,20001,21000,21020,21020,21022,21020,21020,21001,21000,21010,20000,21001,20010,20000,20001,20000,21000,20010,20010,20010,21010,22000,20000
gaand,20010,21220,20001,20000,22202,22000,22011,22000,22000,22020,22000,22000,22010,22000,22100,22000,22010,22000,22100,22010,22000,22001,22010,22000,22000,22010,22010,22000,22010,22000,22010,21000,20000,20002,20000,20000,20002,21001,20001,20001,20000,20000,20000,20000,20000,20010,20000,20000,20000,20000,20000,20000,20000,21000,21000,20000,20000,20010,20002,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20010,20010,20010,20010,20010,20000,20000,20010,20000,21000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,21000,21000,20000,20010,20000,20000,20000,21000,21000,20000,20002,20010,20000,21000,20000,20000,20010,20000,20000,20010,20001,20000,20011,20010,20000,21000,20220,20002,20000,20000,20000,20000,20002,20000,20000,20010,20010,20011,20011,20001,20000,20000,20000,20010,20000,20000,20000,21202,21200,21200,21200,21200,21210,21200,20200,20010,20000,20010,20020,20000,20000,20000,20000,20000,20000,20000,20020,20000,20000,20022,20020,20000,20000,20000,20010,20000,20000,20022,20000,20000,20000,20220,20200,20000,20010,20000,20000,20000,21000,21000,21000,21000,22000
gakte,20021,21000,20000,20101,22000,22002,22001,22002,22001,22002,22001,22001,22000,22000,22000,22001,22001,22001,22000,22001,22001,22002,22001,22002,22002,22011,22001,22001,22001,22011,22000,21101,20002,20001,20001,20011,20001,21001,20002,20001,20011,20001,20001,20001,20001,20001,20111,20001,20201,20201,20201,20201,20222,21001,21001,20002,20001,20001,20001,20001,20101,20101,20001,20101,20001,20001,21101,20011,20001,20101,20001,20011,20011,20002,20011,20002,20001,20001,20001,20001,20011,21001,20001,20001,20001,20001,20022,21011,20111,20011,20021,20002,21001,21011,20001,20001,20001,20001,20001,21001,21001,20001,20001,20001,20001,21001,20001,20011,20001,20000,20002,20001,20002,20011,20000,20010,20000,21000,21000,20001,20001,20001,20000,20002,20001,20000,20000,20001,20000,20001,20000,20002,20002,20000,20001,20002,20000,20002,20001,21000,21000,21000,21000,21000,21000,21010,21000,20001,20001,20001,20001,20001,20101,20001,20001,20001,20011,20010,20000,20000,20002,20000,20010,20010,20001,20001,20001,20001,20011,20000,20010,20022,20000,21000,21002,20000,20010,20000,20000,20001,21001,21001,21001,21000,22000
gamet,20011,21000,20000,20020,22000,22010,22020,22010,22020,22010,22020,22020,22000,22000,22200,22220,22220,22220,22200,22020,22020,22010,22020,22010,22010,22021,22020,22020,22020,22022,22000,21010,20010,20020,20020,20012,20010,21010,20010,20010,20012,20010,20010,20010,20010,20020,20012,20010,20020,20010,20010,20010,20011,21010,21010,20020,20020,20020,20010,20010,20010,20010,20010,20010,20010,20010,21210,20222,20210,20210,20210,20212,20022,20010,20012,20010,20010,20010,20020,20020,20012,21010,20010,20020,20010,20010,20011,21011,20011,20011,20011,20010,21010,21012,20020,20020,20020,20010,20010,21010,21010,20020,20010,20010,20010,21010,20020,20022,20010,20000,20010,20020,20010,20022,20000,20002,20000,21000,21000,20020,20010,20010,20100,20010,20020,20000,20000,20010,20100,20020,20000,20010,20110,20100,20120,20010,20000,20010,20020,21000,21000,21000,21000,21000,21000,21002,21000,20020,20020,20010,20010,20020,20020,20020,20020,20020,20022,20002,20000,20000,20110,20000,20002,20002,20020,20020,20020,20020,20022,20000,20002,20011,20000,21000,21010,20200,20002,20000,20000,20110,21110,21010,21010,21200,22000
gates,20112,21000,20002,20020,22000,22010,22020,22010,22020,22010,22022,22020,22000,22000,22000,22020,22020,22020,22000,22020,22020,22010,22020,22010,22010,22220,22020,22020,22020,22120,22000,21010,20010,20020,20020,20110,20010,21010,20010,20010,20111,20010,20010,20010,20010,20020,20110,20010,20020,20010,20010,20010,20110,21010,21010,20020,20020,20020,20010,20010,20010,20010,20010,20010,20010,20010,21010,20120,20012,20010,20010,20110,20120,20010,20110,20010,20012,20010,20020,20020,20111,21011,20011,20021,20012,20011,20111,21210,20210,20210,20210,20010,21010,21110,20020,20020,20020,20010,20010,21010,21012,20020,20010,20010,20012,21010,20020,20120,20010,20002,20010,20020,20010,20120,20002,20101,20001,21000,21002,20020,20012,20010,20000,20010,20020,20000,20000,20012,20000,20020,20000,20010,20010,20000,20020,20010,20000,20010,20020,21000,21000,21000,21000,21000,21000,21100,21000,20020,20020,20010,20012,20020,20020,20020,20020,20022,20120,20100,20002,20000,20010,20000,20100,20100,20020,20020,20020,20020,20120,20000,20100,20110,20002,21000,21010,20000,20101,20000,20002,20010,21010,21010,21010,21000,22002
gebat,22001,20010,20000,21000,20010,21210,21010,21010,21010,21010,21010,21010,20010,20010,20110,21010,21010,21010,20010,21010,21010,21010,21010,21010,21010,21011,21010,21010,21010,21012,20010,22220,22200,22200,22200,22202,22200,22020,22000,22000,22002,22000,22000,22000,22000,22000,22002,22000,22000,22000,22000,22000,22001,22020,22020,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22020,22002,22000,22000,22000,22002,22002,22000,22002,22000,22000,22000,22000,22000,22002,22020,22000,22000,22000,22000,22001,22021,22001,22101,22001,22000,22020,22022,22000,22000,22000,22000,22000,22020,22020,22000,22000,22000,22000,22020,22000,22002,22000,20200,21000,21000,21000,21002,20000,20002,20000,20020,20010,21000,21000,21000,20000,21100,21000,20000,20000,21000,20000,21000,20000,21000,21000,20000,21000,21000,20000,21000,21000,20020,20020,20020,20020,20020,20020,20022,20010,21000,21000,21000,21000,21000,21000,21000,21000,21000,21002,20002,20000,20000,21000,20000,20002,20002,21000,21000,21000,21000,21002,20000,20002,21001,20000,20010,21010,20000,20002,20000,20000,22000,22020,22220,22010,20010,20010
