Guess,haags,hamas,hanze,hindi,haagt,haaks,haard,haast,hab1t,hadji,hagel,hagen,haiku,haken,hakje,halal,halen,hallo,halma,halte,halve,hamam,hamas,hamei,hamel,hamer,hands,hanig,hapax,hapje,happy,haram,harem,haren,harig,harp1,harre,harst,haten,hater,haven,haver,havik,hazen,heavy,hecht,heden,heeft,heffe,hegge,heide,heien,heier,heiig,heila,heisa,hekel,helen,heler,helft,helix,hemel,henen,henna,henry,herig,herik,heros,hertz,hesen,heten,hetze,hetz1,hevea,hevel,hevig,hiaat,hield,hielp,hieuw,hihat,h1gen,h1ger,h1sen,hinde,hints,hitte,hobby,hoeks,hoera,hoeri,hoest,hoeve,hoezo,hofje,hogen,hoger,holen,holst,holte,honds,honen,honig,hoofd,hoofs,hoorn,hopen,hopje,hopla,hoppe,hopsa,horde,horen,horig,horst,hotel,house,hoven,hozen,https,hulde,hulst,humor,humus,huren,husky,huwen,hydra,hyena,hymen,hymne,hypen,hyper,hysop,hoede,hoela,hades,hiken,haker,haler
hypet,20000,20000,20010,20000,20002,20000,20000,20002,20002,20000,20020,20020,20000,20020,20010,20000,20020,20000,20000,20011,20010,20000,20000,20020,20020,20020,20000,20000,20200,20210,21200,20000,20020,20020,20000,20100,20010,20002,20021,20021,20020,20020,20000,20020,21010,20012,20020,20012,20010,20010,20010,20020,20020,20010,20010,20010,20020,20020,20020,20012,20010,20020,20020,20010,21010,20010,20010,20010,20011,20020,20021,20011,20011,20020,20020,20010,20002,20010,20110,20010,20002,20020,20020,20020,20010,20001,20011,21000,20010,20010,20010,20012,20010,20010,20010,20020,20020,20020,20002,20011,20000,20020,20000,20000,20000,20000,20220,20210,20200,20210,20200,20010,20020,20000,20002,20021,20010,20020,20020,20101,20010,20002,20000,20000,20020,21000,20020,22000,22010,22020,22010,22220,22220,22100,20010,20010,20020,20020,20020,20020
hunne,20000,20000,20202,20200,20000,20000,20000,20000,20000,20000,20001,20101,21000,20101,20002,20000,20101,20000,20000,20002,20002,20000,20000,20001,20001,20001,20200,20200,20000,20002,20000,20000,20001,20101,20000,20000,20002,20000,20101,20001,20101,20001,20000,20101,20001,20001,20101,20001,20002,20002,20002,20101,20001,20001,20001,20001,20001,20101,20001,20001,20001,20001,20211,20221,20201,20001,20001,20001,20001,20101,20101,20002,20001,20001,20001,20001,20000,20001,20001,21001,20000,20101,20001,20101,20202,20200,20002,20000,20001,20001,20001,20001,20002,20001,20002,20101,20001,20101,20000,20002,20200,20211,20200,20000,20000,20100,20101,20002,20000,20002,20000,20002,20101,20000,20000,20001,21002,20101,20101,20000,22002,22000,22000,22000,22101,22000,22101,20000,20021,20101,20022,20101,20001,20000,20002,20001,20001,20101,20001,20001
heest,20010,20010,21000,20000,20002,20010,20000,20022,20002,20000,21000,21000,20000,21000,21000,20000,21000,20000,20000,21001,21000,20000,20010,21000,21000,21000,20010,20000,20000,21000,20000,20000,21000,21000,20000,20000,21000,20022,21001,21001,21000,21000,20000,21000,22000,22002,22100,22202,22100,22100,22100,22100,22100,22000,22000,22020,22100,22100,22100,22002,22000,22100,22100,22000,22000,22000,22000,22010,22001,22110,22101,22101,22001,22100,22100,22000,20002,20200,20200,20200,20002,21000,21000,21010,21000,20011,21001,20000,20210,20200,20200,20222,21200,20200,21000,21000,21000,21000,20022,21001,20010,21000,20000,20000,20010,20000,21000,21000,20000,21000,20020,21000,21000,20000,20022,21001,21020,21000,21000,20011,21000,20022,20000,20010,21000,20010,21000,20000,20200,21000,21000,21000,21000,20010,21200,20200,21010,21000,21000,21000
heken,20000,20000,21001,20001,20000,20100,20000,20000,20000,20000,20020,20022,20100,20222,21200,20000,20022,20000,20000,21000,21000,20000,20000,20020,20020,20020,20001,20001,20000,21000,20000,20000,20020,20022,20000,20000,21000,20000,20022,20020,20022,20020,20100,20022,22000,22000,22022,22010,22010,22010,22010,22022,22020,22000,22000,22000,22220,22022,22020,22000,22000,22020,22022,22001,22001,22000,22100,22000,22000,22022,22022,22010,22000,22020,22020,22000,20000,21000,21000,21000,20000,20022,20020,20022,21001,20001,21000,20000,21100,21000,21000,21000,21010,21000,21000,20022,20020,20022,20000,21000,20001,20022,20001,20000,20000,20002,20022,21000,20000,21000,20000,21000,20022,20000,20000,20020,21000,20022,20022,20000,21000,20000,20000,20000,20022,20100,20022,20000,21001,20022,21001,20022,20020,20000,21010,21000,20020,20222,20220,20020
ha1es,22002,22002,22010,20000,22000,22002,22000,22001,22100,22000,22020,22020,22000,22020,22010,22000,22020,22000,22000,22010,22010,22000,22002,22020,22020,22020,22002,22000,22000,22010,22000,22000,22020,22020,22000,22100,22010,22001,22020,22020,22020,22020,22000,22020,21010,20010,20020,20010,20010,20010,20010,20020,20020,20010,21010,21011,20020,20020,20020,20010,20010,20020,20020,21010,20010,20010,20010,20012,20010,20021,20020,20010,20110,21020,20020,20010,21000,20010,20010,20010,21000,20120,20120,20121,20010,20002,20010,20000,20012,21010,20010,20011,20010,20010,20010,20020,20020,20020,20001,20010,20002,20020,20000,20000,20002,20000,20020,20010,21000,20010,21001,20010,20020,20000,20001,20020,20011,20020,20020,20002,20010,20001,20000,20002,20020,20001,20020,21000,21010,20020,20010,20020,20020,20001,20010,21010,22022,20020,22020,22020
hales,22002,22002,22010,20000,22000,22002,22000,22001,22000,22000,22120,22020,22000,22020,22010,22200,22220,22200,22200,22210,22210,22000,22002,22020,22120,22020,22002,22000,22000,22010,22000,22000,22020,22020,22000,22000,22010,22001,22020,22020,22020,22020,22000,22020,21010,20010,20020,20010,20010,20010,20010,20020,20020,20010,21110,21011,20120,20220,20220,20210,20210,20120,20020,21010,20010,20010,20010,20012,20010,20021,20020,20010,20010,21020,20120,20010,21000,20110,20110,20010,21000,20020,20020,20021,20010,20002,20010,20000,20012,21010,20010,20011,20010,20010,20010,20020,20020,20220,20201,20210,20002,20020,20000,20000,20002,20000,20020,20010,21100,20010,21001,20010,20020,20000,20001,20120,20011,20020,20020,20002,20210,20201,20000,20002,20020,20001,20020,21000,21010,20020,20010,20020,20020,20001,20010,21110,22022,20020,22020,22220
hayes,22002,22002,22010,20000,22000,22002,22000,22001,22000,22000,22020,22020,22000,22020,22010,22000,22020,22000,22000,22010,22010,22000,22002,22020,22020,22020,22002,22000,22000,22010,22100,22000,22020,22020,22000,22000,22010,22001,22020,22020,22020,22020,22000,22020,21110,20010,20020,20010,20010,20010,20010,20020,20020,20010,21010,21011,20020,20020,20020,20010,20010,20020,20020,21010,20110,20010,20010,20012,20010,20021,20020,20010,20010,21020,20020,20010,21000,20010,20010,20010,21000,20020,20020,20021,20010,20002,20010,20100,20012,21010,20010,20011,20010,20010,20010,20020,20020,20020,20001,20010,20002,20020,20000,20000,20002,20000,20020,20010,21000,20010,21001,20010,20020,20000,20001,20020,20011,20020,20020,20002,20010,20001,20000,20002,20020,20101,20020,21100,21110,20120,20110,20120,20120,20101,20010,21010,22022,20020,22020,22020
hebes,20002,20002,21000,20000,20000,20002,20000,20001,20200,20000,20020,20020,20000,20020,21000,20000,20020,20000,20000,21000,21000,20000,20002,20020,20020,20020,20002,20000,20000,21000,20000,20000,20020,20020,20000,20000,21000,20001,20020,20020,20020,20020,20000,20020,22000,22000,22020,22010,22010,22010,22010,22020,22020,22000,22000,22001,22020,22020,22020,22000,22000,22020,22020,22000,22000,22000,22000,22002,22000,22021,22020,22010,22000,22020,22020,22000,20000,21000,21000,21000,20000,20020,20020,20021,21000,20002,21000,20200,21002,21000,21000,21001,21010,21000,21000,20020,20020,20020,20001,21000,20002,20020,20000,20000,20002,20000,20020,21000,20000,21000,20001,21000,20020,20000,20001,20020,21001,20020,20020,20002,21000,20001,20000,20002,20020,20001,20020,20000,21000,20020,21000,20020,20020,20001,21010,21000,20022,20020,20020,20020
heins,20002,20002,21010,20110,20000,20002,20000,20001,20000,20100,21000,21010,20200,21010,21000,20000,21010,20000,20000,21000,21000,20000,20002,21100,21000,21000,20012,20110,20000,21000,20000,20000,21000,21010,20100,20000,21000,20001,21010,21000,21010,21000,20100,21010,22000,22000,22010,22000,22000,22000,22200,22210,22200,22200,22200,22201,22000,22010,22000,22000,22100,22000,22010,22020,22010,22100,22100,22002,22000,22011,22010,22000,22000,22000,22000,22100,20100,21100,21100,21100,20100,21010,21000,21011,21110,20112,21100,20000,21002,21000,21100,21001,21000,21000,21000,21010,21000,21010,20001,21000,20012,21010,20110,20000,20002,20010,21010,21000,20000,21000,20001,21000,21010,20100,20001,21000,21001,21010,21010,20002,21000,20001,20000,20002,21010,20001,21010,20000,21020,21010,21020,21010,21000,20001,21000,21000,21002,21110,21000,21000
henks,20002,20002,21200,20200,20000,20022,20000,20001,20000,20000,21000,21100,20020,21110,21010,20000,21100,20000,20000,21000,21000,20000,20002,21000,21000,21000,20202,20200,20000,21000,20000,20000,21000,21100,20000,20000,21000,20001,21100,21000,21100,21000,20010,21100,22000,22000,22100,22000,22000,22000,22000,22100,22000,22000,22000,22001,22010,22100,22000,22000,22000,22000,22200,22200,22200,22000,22010,22002,22000,22101,22100,22000,22000,22000,22000,22000,20000,21000,21000,21000,20000,21100,21000,21101,21200,20202,21000,20000,21022,21000,21000,21001,21000,21000,21000,21100,21000,21100,20001,21000,20202,21200,20200,20000,20002,20100,21100,21000,20000,21000,20001,21000,21100,20000,20001,21000,21001,21100,21100,20002,21000,20001,20000,20002,21100,20021,21100,20000,21100,21100,21100,21100,21000,20001,21000,21000,21002,21110,21010,21000
herms,20002,20012,21000,20000,20000,20002,20100,20001,20000,20000,21000,21000,20000,21000,21000,20000,21000,20000,20020,21000,21000,20010,20012,21010,21010,21110,20002,20000,20000,21000,20000,20210,21210,21200,20200,20200,21200,20201,21000,21100,21000,21100,20000,21000,22000,22000,22000,22000,22000,22000,22000,22000,22100,22000,22000,22001,22000,22000,22100,22000,22000,22010,22000,22000,22100,22200,22200,22202,22200,22001,22000,22000,22000,22000,22000,22000,20000,21000,21000,21000,20000,21000,21100,21001,21000,20002,21000,20000,21002,21100,21100,21001,21000,21000,21000,21000,21100,21000,20001,21000,20002,21000,20000,20000,20002,20100,21000,21000,20000,21000,20001,21200,21200,20200,20201,21000,21001,21000,21000,20002,21000,20001,20110,20012,21200,20001,21000,20100,21000,21010,21010,21000,21100,20001,21000,21000,21002,21000,21100,21100
hinds,20002,20002,20200,22220,20000,20002,20010,20001,20000,21010,20000,20100,21000,20100,20000,20000,20100,20000,20000,20000,20000,20000,20002,21000,20000,20000,20222,21200,20000,20000,20000,20000,20000,20100,21000,20000,20000,20001,20100,20000,20100,20000,21000,20100,20000,20000,20110,20000,20000,20000,21020,21100,21000,21000,21000,21001,20000,20100,20000,20000,21000,20000,20200,20200,20200,21000,21000,20002,20000,20101,20100,20000,20000,20000,20000,21000,22000,22010,22000,22000,22000,20100,20000,20101,22220,22202,22000,20000,20002,20000,21000,20001,20000,20000,20000,20100,20000,20100,20001,20000,20222,20200,21200,20010,20002,20100,20100,20000,20000,20000,20001,20020,20100,21000,20001,20000,20001,20100,20100,20002,20020,20001,20000,20002,20100,20001,20100,20010,20100,20100,20100,20100,20000,20001,20020,20000,20012,22100,20000,20000
hongs,20022,20002,20200,20200,20020,20002,20000,20001,20000,20000,20010,20110,20000,20100,20000,20000,20100,21000,20000,20000,20000,20000,20002,20000,20000,20000,20202,20210,20000,20000,20000,20000,20000,20100,20010,20000,20000,20001,20100,20000,20100,20000,20000,20100,20000,20000,20100,20000,20000,20020,20000,20100,20000,20010,20000,20001,20000,20100,20000,20000,20000,20000,20200,20200,20200,20010,20000,21002,20000,20101,20100,20000,20000,20000,20000,20010,20000,20000,20000,20000,20000,20110,20010,20101,20200,20202,20000,22000,22002,22000,22000,22001,22000,22000,22000,22110,22010,22100,22001,22000,22202,22200,22210,22000,22002,22100,22100,22000,22000,22000,22001,22000,22100,22010,22001,22000,22001,22100,22100,20002,20000,20001,21000,20002,20100,20001,20100,20000,20100,20100,20100,20100,20000,21001,22000,22000,20002,20100,20000,20000
hopes,20002,20002,20010,20000,20000,20002,20000,20001,20000,20000,20020,20020,20000,20020,20010,20000,20020,21000,20000,20010,20010,20000,20002,20020,20020,20020,20002,20000,20200,20210,20200,20000,20020,20020,20000,20100,20010,20001,20020,20020,20020,20020,20000,20020,20010,20010,20020,20010,20010,20010,20010,20020,20020,20010,20010,20011,20020,20020,20020,20010,20010,20020,20020,20010,20010,20010,20010,21012,20010,20021,20020,20010,20010,20020,20020,20010,20000,20010,20110,20010,20000,20020,20020,20021,20010,20002,20010,22000,22012,22010,22010,22011,22010,22010,22010,22020,22020,22020,22001,22010,22002,22020,22000,22000,22002,22000,22220,22210,22200,22210,22201,22010,22020,22000,22001,22020,22011,22020,22020,20102,20010,20001,21000,20002,20020,20001,20020,20000,20010,20020,20010,20220,20220,21101,22010,22010,20022,20020,20020,20020
huibs,20002,20002,20000,20100,20000,20002,20000,20001,20010,20100,20000,20000,21200,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20100,20000,20000,20002,20100,20000,20000,20000,20000,20000,20000,20100,20000,20000,20001,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20000,20200,20200,20200,20200,20200,20201,20000,20000,20000,20000,20100,20000,20000,20000,20000,20100,20100,20002,20000,20001,20000,20000,20000,20000,20000,20100,20100,20100,20100,21100,20100,20000,20000,20001,20100,20102,20100,20020,20002,20000,20100,20001,20000,20000,20000,20000,20000,20000,20001,20000,20002,20000,20100,20000,20002,20000,20000,20000,20000,20000,20001,20000,20000,20100,20001,20000,21001,20000,20000,20002,22000,22001,22000,22002,22000,22001,22000,20000,20000,20000,20000,20000,20000,20001,20000,20000,20002,20100,20000,20000
huigs,20022,20002,20000,20100,20020,20002,20000,20001,20000,20100,20010,20010,21200,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20100,20000,20000,20002,20110,20000,20000,20000,20000,20000,20000,20110,20000,20000,20001,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20020,20200,20200,20200,20210,20200,20201,20000,20000,20000,20000,20100,20000,20000,20000,20000,20110,20100,20002,20000,20001,20000,20000,20000,20000,20000,20110,20100,20100,20100,21100,20100,20010,20010,20001,20100,20102,20100,20000,20002,20000,20100,20001,20000,20000,20000,20010,20010,20000,20001,20000,20002,20000,20110,20000,20002,20000,20000,20000,20000,20000,20001,20000,20000,20110,20001,20000,21001,20000,20000,20002,22000,22001,22000,22002,22000,22001,22000,20000,20000,20000,20000,20000,20000,20001,20000,20000,20002,20100,20000,20000
hungs,20022,20002,20200,20200,20020,20002,20000,20001,20000,20000,20010,20110,21000,20100,20000,20000,20100,20000,20000,20000,20000,20000,20002,20000,20000,20000,20202,20210,20000,20000,20000,20000,20000,20100,20010,20000,20000,20001,20100,20000,20100,20000,20000,20100,20000,20000,20100,20000,20000,20020,20000,20100,20000,20010,20000,20001,20000,20100,20000,20000,20000,20000,20200,20200,20200,20010,20000,20002,20000,20101,20100,20000,20000,20000,20000,20010,20000,20000,20000,21000,20000,20110,20010,20101,20200,20202,20000,20000,20002,20000,20000,20001,20000,20000,20000,20110,20010,20100,20001,20000,20202,20200,20210,20000,20002,20100,20100,20000,20000,20000,20001,20000,20100,20010,20001,20000,21001,20100,20100,20002,22000,22001,22000,22002,22100,22001,22100,20000,20100,20100,20100,20100,20000,20001,20000,20000,20002,20100,20000,20000
huubs,20002,20002,20000,20000,20000,20002,20000,20001,20010,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20001,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20001,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20001,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20001,20000,20002,20000,20020,20002,20000,20000,20001,20000,20000,20000,20000,20000,20000,20001,20000,20002,20000,20000,20000,20002,20000,20000,20000,20000,20000,20001,20000,20000,20000,20001,20000,20201,20000,20000,20002,22000,22001,22000,22102,22000,22001,22000,20000,20000,20000,20000,20000,20000,20001,20000,20000,20002,20000,20000,20000
heese,20010,20010,20002,20000,20000,20010,20000,20020,20000,20000,21000,21000,20000,21000,20002,20000,21000,20000,20000,20002,20002,20000,20010,21000,21000,21000,20010,20000,20000,20002,20000,20000,21000,21000,20000,20000,20002,20020,21000,21000,21000,21000,20000,21000,22000,22000,22100,22200,22002,22002,22002,22100,22100,22000,22000,22020,22100,22100,22100,22000,22000,22100,22100,22000,22000,22000,22000,22010,22000,22110,22100,22002,22000,22100,22100,22000,20000,20200,20200,20200,20000,21000,21000,21010,20002,20010,20002,20000,20210,20200,20200,20220,20202,20200,20002,21000,21000,21000,20020,20002,20010,21000,20000,20000,20010,20000,21000,20002,20000,20002,20020,20002,21000,20000,20020,21000,20022,21000,21000,20010,20002,20020,20000,20010,21000,20010,21000,20000,20200,21000,20002,21000,21000,20010,20202,20200,21010,21000,21000,21000
haags,22222,22102,22000,20000,22220,22202,22200,22201,22000,22000,22010,22010,22000,22000,22000,22100,22000,22000,22100,22000,22000,22100,22102,22000,22000,22000,22002,22010,22100,22000,22000,22100,22000,22000,22010,22000,22000,22001,22000,22000,22000,22000,22000,22000,20200,20000,20000,20000,20000,20020,20000,20000,20000,20010,21000,21001,20000,20000,20000,20000,20000,20000,20000,21000,20000,20010,20000,20002,20000,20001,20000,20000,20000,21000,20000,20010,21200,20000,20000,20000,21000,20010,20010,20001,20000,20002,20000,20000,20002,21000,20000,20001,20000,20000,20000,20010,20010,20000,20001,20000,20002,20000,20010,20000,20002,20000,20000,20000,21000,20000,21001,20000,20000,20010,20001,20000,20001,20000,20000,20002,20000,20001,20000,20002,20000,20001,20000,21000,21000,20000,20000,20000,20000,20001,20000,21000,22002,20000,22000,22000
hamas,22012,22222,22000,20000,22010,22012,22010,22011,22000,22000,22000,22000,22000,22000,22000,22020,22000,22000,22110,22000,22000,22220,22222,22200,22200,22200,22002,22000,22020,22000,22000,22120,22100,22000,22000,22000,22000,22001,22000,22000,22000,22000,22000,22000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,21001,20000,20000,20000,20000,20000,20200,20000,21000,20000,20000,20000,20002,20000,20001,20000,20000,20000,21000,20000,20000,21020,20000,20000,20000,20020,20000,20000,20001,20000,20002,20000,20000,20002,21000,20000,20001,20000,20000,20000,20000,20000,20000,20001,20000,20002,20000,20000,20000,20002,20000,20000,20000,21000,20000,21001,20000,20000,20000,20001,20000,20001,20000,20000,20002,20000,20001,20200,20202,20000,20001,20000,21000,21000,20200,20200,20000,20000,20001,20000,21000,22002,20000,22000,22000
hanze,22000,22000,22222,20200,22000,22000,22000,22000,22000,22000,22001,22101,22000,22101,22002,22000,22101,22000,22000,22002,22002,22000,22000,22001,22001,22001,22200,22200,22000,22002,22000,22000,22001,22101,22000,22000,22002,22000,22101,22001,22101,22001,22000,22111,21001,20001,20101,20001,20002,20002,20002,20101,20001,20001,21001,21001,20001,20101,20001,20001,20001,20001,20201,21201,20201,20001,20001,20001,20011,20101,20101,20022,20021,21001,20001,20001,21000,20001,20001,20001,21000,20101,20001,20101,20202,20200,20002,20000,20001,21001,20001,20001,20002,20021,20002,20101,20001,20101,20000,20002,20200,20201,20200,20000,20000,20100,20101,20002,21000,20002,21000,20002,20101,20000,20000,20001,20002,20101,20111,20000,20002,20000,20000,20000,20101,20000,20101,21000,21101,20101,20102,20101,20001,20000,20002,21001,22001,20101,22001,22001
hindi,20000,20000,20200,22222,20000,20000,20010,20000,20000,20012,20000,20100,21000,20100,20000,20000,20100,20000,20000,20000,20000,20000,20000,20002,20000,20000,20220,21200,20000,20000,20000,20000,20000,20100,21000,20000,20000,20000,20100,20000,20100,20000,21000,20100,20000,20000,20110,20000,20000,20000,21020,21100,21000,21001,21000,21000,20000,20100,20000,20000,21000,20000,20200,20200,20200,21000,21000,20000,20000,20100,20100,20000,20000,20000,20000,21000,22000,22010,22000,22000,22000,20100,20000,20100,22220,22200,22000,20000,20000,20000,20002,20000,20000,20000,20000,20100,20000,20100,20000,20000,20220,20200,21200,20010,20000,20100,20100,20000,20000,20000,20000,20020,20100,21000,20000,20000,20000,20100,20100,20000,20020,20000,20000,20000,20100,20000,20100,20010,20100,20100,20100,20100,20000,20000,20020,20000,20010,22100,20000,20000
