Guess,saudi,schot,shiva,shoah,sinti,slaaf,stier,sabel,sabra,sagen,sajet,salam,saldi,saldo,salet,salie,salmi,salon,salsa,salto,salut,salvo,samba,samen,sappe,sarin,satan,sater,sat1n,sauna,saven,scala,scalp,scene,schab,schap,schar,schat,schee,scheg,schei,schel,schep,sch1f,sch1n,sch1t,schik,schil,schim,schip,schok,schol,schop,schor,schot,schub,schut,schuw,scone,scoop,scope,score,scout,scrip,scrub,scrum,sedan,seder,sekse,sekte,sepia,sepot,seraf,sereh,serge,serie,serre,serum,serve,sesam,sfeer,sfinx,shawl,sheet,shell,shift,shirt,shock,shogi,short,shunt,sibbe,sicav,sifon,sigma,s1sje,silex,sinas,sinds,sinjo,sinus,sirih,sisal,siste,sitar,sjaal,sjahs,sjako,sjans,sjees,sjeik,sjerp,sjoel,sjouw,skaat,skald,skeet,skiet,skiff,skunk,slaaf,slaak,slaan,slaap,slang,slank,slash,slede,sleep,sleet,slemp,slenk,sleuf,sleur,slice,sliep,slier,sliet,sloef,sloeg,sloep,slome,slomp,slonk,slons,sloof,sloom,sloop,sloor,sloot,slorp,sluif,sluik,sluis,sluit,slump,slurf,slurp,sluwe,smaad,smaak,smack,small,smalt,smart,smash,smeer,smeet,smelt,smeue,smoel,smoes,smolt,smook,smoor,smous,smout,smurf,snaai,snaak,snaar,snack,snars,snauw,snede,sneed,sneep,sneer,snees,snert,sneue,snode,snoei,snoek,snoep,snoer,snoes,snoet,snood,snoof,snoot,snuif,snuit,snurk,sober,soefi,soera,soesa,solde,sold1,solex,somma,sonar,sonde,soort,sores,sorry,sound,spaak,spaan,spaat,spade,spahi,spalk,spang,spant,spats,speed,speek,speen,speer,speet,speld,spelt,spier,spies,sp1er,sp1ts,spike,spint,spion,spits,split,spoed,spoel,spong,spons,spoog,spook,spoor,spoot,spore,sport,spouw,spray,sprei,sprot,spruw,spuit,spurt,spuug,squaw,staaf,staag,staak,staal,staan,staar,staat,stads,stage,stamp,stand,stang,stank,start,state,steak,steef,steeg,steek,steel,steen,steil,stele,stelp,stelt,steng,steno,steps,sterk,stern,steun,steur,stick,stiel,stier,stiet,stift,st1ve,stins,stipt,stock,stoel,stoep,stoer,stoet,stola,stolp,stoma,stomp,stond,stonk,stoof,stool,stoom,stoop,stoot,store,storm,stort,stout,straf,strak,stram,stras,strek,str1d,str1k,strik,strip,strop,strot,stuff,stuik,stuip,stuit,stulp,stunt,stuur,stylo,suave,suite,sujet,sulky,sumak,summa,super,sushi,swami,swing,sylfe,syrah,surah,shoyu,saoto,snoge,swipi,soeps,servo,stans,sambo,siena
smoel,20000,20100,20000,20200,20000,20001,20020,20022,20000,20020,20020,21001,20001,20101,20021,20011,21001,20101,20001,20101,20001,20101,21000,21020,20010,20000,20000,20020,20000,20000,20020,20001,20001,20010,20000,20000,20000,20000,20020,20020,20020,20022,20020,20000,20000,20000,20000,20002,21000,20000,20100,20102,20100,20100,20100,20000,20000,20000,20210,20200,20210,20210,20200,20000,20000,21000,20010,20020,20010,20010,20010,20110,20010,20020,20010,20010,20010,21010,20010,21010,20020,20000,20002,20020,20012,20000,20000,20200,20200,20200,20000,20010,20000,20100,21000,20010,20021,20000,20000,20100,20000,20000,20002,20010,20000,20002,20000,20100,20000,20020,20010,20010,20222,20200,20000,20001,20020,20020,20000,20000,20001,20001,20001,20001,20001,20001,20001,20011,20021,20021,21011,20011,20011,20011,20011,20021,20021,20021,20221,20221,20221,21211,21201,20201,20201,20201,21201,20201,20201,20201,20201,20001,20001,20001,20001,21001,20001,20001,20011,22000,22000,22000,22002,22001,22000,22000,22020,22020,22011,22010,22222,22220,22201,22200,22200,22200,22200,22000,20000,20000,20000,20000,20000,20000,20010,20020,20020,20020,20020,20010,20010,20210,20220,20220,20220,20220,20220,20220,20200,20200,20200,20000,20000,20000,20120,20110,20110,20110,20111,20101,20121,21100,20100,20110,20200,20120,20100,20100,20000,20000,20000,20010,20000,20001,20000,20000,20000,20020,20020,20020,20020,20020,20011,20011,20020,20020,20020,20000,20010,20000,20100,20000,20001,20220,20222,20200,20200,20200,20200,20200,20200,20210,20200,20200,20000,20020,20100,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20010,21000,20000,20000,20000,20000,20010,20010,20020,20020,20020,20022,20020,20012,20011,20011,20011,20010,20110,20010,20010,20010,20010,20010,20000,20022,20020,20020,20000,20010,20000,20000,20200,20222,20220,20220,20220,20201,20201,21200,21200,20200,20200,20200,20202,21200,20200,20200,20210,21200,20200,20200,20000,20000,21000,20000,20020,20000,20000,20000,20000,20100,20100,20000,20000,20000,20000,20001,20000,20000,20101,20010,20010,20020,20001,21000,21000,20020,20000,21000,20000,20011,20000,20000,20200,20200,20210,20000,20110,20110,20000,21100,20010
smoes,20000,20100,20000,20200,20000,20000,20020,20020,20000,20020,20020,21000,20000,20100,20020,20010,21000,20100,20001,20100,20000,20100,21000,21020,20010,20000,20000,20020,20000,20000,20020,20000,20000,20010,20000,20000,20000,20000,20020,20020,20020,20020,20020,20000,20000,20000,20000,20000,21000,20000,20100,20100,20100,20100,20100,20000,20000,20000,20210,20200,20210,20210,20200,20000,20000,21000,20010,20020,20011,20010,20010,20110,20010,20020,20010,20010,20010,21010,20010,21011,20020,20000,20000,20020,20010,20000,20000,20200,20200,20200,20000,20010,20000,20100,21000,20011,20020,20002,20002,20100,20002,20000,20001,20011,20000,20000,20002,20100,20002,20022,20010,20010,20220,20200,20000,20000,20020,20020,20000,20000,20000,20000,20000,20000,20000,20000,20001,20010,20020,20020,21010,20010,20010,20010,20010,20020,20020,20020,20220,20220,20220,21210,21200,20200,20202,20200,21200,20200,20200,20200,20200,20000,20000,20002,20000,21000,20000,20000,20010,22000,22000,22000,22000,22000,22000,22001,22020,22020,22010,22010,22220,22222,22200,22200,22200,22202,22200,22000,20000,20000,20000,20000,20002,20000,20010,20020,20020,20020,20022,20010,20010,20210,20220,20220,20220,20220,20222,20220,20200,20200,20200,20000,20000,20000,20120,20110,20110,20111,20110,20100,20120,21100,20100,20110,20200,20122,20100,20100,20000,20000,20000,20010,20000,20000,20000,20000,20002,20020,20020,20020,20020,20020,20010,20010,20020,20022,20020,20002,20010,20000,20100,20002,20000,20220,20220,20200,20202,20200,20200,20200,20200,20210,20200,20200,20000,20020,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20010,21000,20000,20000,20000,20000,20010,20010,20020,20020,20020,20020,20020,20010,20010,20010,20010,20010,20110,20012,20010,20010,20010,20010,20000,20020,20020,20020,20000,20010,20002,20000,20200,20220,20220,20220,20220,20200,20200,21200,21200,20200,20200,20200,20200,21200,20200,20200,20210,21200,20200,20200,20000,20000,21000,20002,20020,20000,20000,20000,20000,20100,20100,20000,20000,20000,20000,20000,20000,20000,20100,20010,20010,20020,20000,21000,21000,20020,20001,21000,20000,20010,20000,20000,20200,20200,20210,20000,20112,20110,20002,21100,20010
smolt,20000,20102,20000,20200,20001,20010,20001,20010,20000,20000,20002,21010,20010,20110,20012,20010,21010,20110,20010,20111,20012,20110,21000,21000,20000,20000,20001,20001,20001,20000,20000,20020,20020,20000,20000,20000,20000,20002,20000,20000,20000,20010,20000,20000,20000,20002,20000,20010,21000,20000,20100,20110,20100,20100,20102,20000,20002,20000,20200,20200,20200,20200,20202,20000,20000,21000,20000,20000,20000,20001,20000,20102,20000,20000,20000,20000,20000,21000,20000,21000,20000,20000,20010,20002,20020,20002,20002,20200,20200,20202,20002,20000,20000,20100,21000,20000,20010,20000,20000,20100,20000,20000,20010,20001,20001,20010,20000,20100,20000,20000,20000,20000,20210,20200,20002,20020,20002,20002,20000,20000,20010,20010,20010,20010,20010,20010,20010,20010,20010,20012,21010,20010,20010,20010,20010,20010,20010,20012,20210,20210,20210,21210,21210,20210,20210,20210,21210,20210,20210,20212,20210,20010,20010,20010,20012,21010,20010,20010,20010,22000,22000,22000,22020,22022,22002,22000,22000,22002,22022,22000,22210,22200,22222,22200,22200,22200,22202,22000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20200,20200,20200,20200,20200,20200,20202,20200,20200,20202,20000,20002,20000,20100,20100,20100,20100,20110,20110,20110,21100,20100,20100,20202,20100,20100,20100,20000,20000,20002,20000,20000,20020,20000,20002,20001,20000,20000,20000,20000,20002,20020,20022,20000,20000,20000,20001,20000,20002,20100,20001,20012,20200,20210,20200,20200,20200,20200,20200,20202,20200,20202,20200,20000,20000,20102,20000,20002,20002,20000,20000,20001,20001,20001,20011,20001,20001,20002,20001,20001,21001,20001,20001,20001,20002,20001,20001,20001,20001,20001,20011,20001,20011,20021,20021,20022,20001,20101,20001,20001,20001,20001,20001,20001,20011,20001,20002,20002,20001,20001,20002,20201,20211,20201,20201,20202,20221,20221,21201,21201,20201,20201,20201,20211,21201,20201,20202,20201,21201,20202,20202,20001,20001,21001,20001,20001,20001,20001,20001,20001,20101,20102,20001,20001,20001,20002,20021,20002,20001,20121,20000,20001,20002,20010,21000,21000,20000,20000,21000,20000,20010,20000,20000,20200,20201,20200,20000,20100,20100,20001,21100,20000
smook,20000,20020,20000,20200,20000,20000,20000,20000,20000,20000,20000,21000,20000,20100,20000,20000,21000,20020,20000,20100,20000,20100,21000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,21000,20000,20022,20020,20020,20020,20020,20000,20000,20000,20200,20220,20200,20200,20200,20000,20000,21000,20000,20000,20001,20001,20000,20020,20000,20000,20000,20000,20000,21000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20202,20200,20200,20000,20000,20000,20020,21000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20000,20101,20000,20000,20002,20000,20200,20200,20001,20001,20001,20001,20001,20002,20000,20002,20000,20000,20000,20002,20000,20000,20000,20000,21000,20002,20000,20000,20000,20000,20000,20000,20200,20200,20200,21200,21200,20202,20200,20220,21220,20220,20220,20220,20200,20000,20002,20000,20000,21000,20000,20000,20000,22000,22002,22002,22000,22000,22000,22000,22000,22000,22000,22000,22200,22200,22200,22222,22220,22200,22200,22000,20000,20002,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20200,20200,20202,20200,20200,20200,20200,20220,20220,20220,20000,20000,20002,20100,20100,20100,20100,20100,20100,20100,21100,20100,20100,20210,20100,20100,20100,20002,20000,20000,20000,20000,20002,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20001,20000,20020,20000,20000,20200,20200,20200,20200,20220,20222,20220,20220,20200,20200,20200,20000,20000,20020,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,21000,20000,20000,20002,20000,20000,20002,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20100,20000,20002,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20202,20200,20200,20200,20200,20200,20200,21200,21200,20200,20202,20220,20220,21220,20220,20220,20200,21200,20200,20200,20000,20002,21000,20000,20002,20000,20002,20002,20000,20020,20020,20000,20002,20000,20000,20000,20000,20000,20100,20000,20000,20000,20001,21002,21000,20000,20000,21000,20000,20000,20000,20000,20200,20210,20200,20000,20100,20100,20000,21100,20000
smoor,20000,20020,20000,20200,20000,20000,20002,20000,20001,20000,20000,21000,20000,20100,20000,20000,21000,20020,20000,20100,20000,20100,21000,21000,20000,20001,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20020,20020,20020,20022,20020,20000,20000,20000,20200,20220,20200,20201,20200,20001,20001,21001,20000,20002,20000,20000,20000,20020,20001,20001,20001,20001,20001,21001,20001,21000,20002,20000,20000,20000,20000,20000,20001,20200,20200,20201,20000,20000,20000,20020,21000,20000,20000,20000,20000,20100,20000,20001,20000,20000,20002,20000,20000,20100,20000,20000,20000,20001,20200,20200,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20002,20000,20000,20002,20000,20200,20200,20200,21200,21200,20200,20200,20220,21220,20220,20222,20220,20201,20000,20000,20000,20000,21000,20001,20001,20000,22000,22000,22000,22000,22000,22001,22000,22002,22000,22000,22000,22200,22200,22200,22220,22222,22200,22200,22001,20000,20000,20002,20000,20001,20000,20000,20000,20000,20002,20000,20001,20000,20200,20200,20200,20200,20202,20200,20200,20220,20220,20220,20000,20000,20001,20102,20100,20101,20100,20100,20100,20100,21100,20102,20100,20211,20101,20101,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20002,20000,20002,20000,20000,20000,20020,20000,20000,20200,20200,20200,20200,20220,20220,20222,20220,20201,20201,20200,20001,20001,20021,20001,20000,20001,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,21000,20000,20000,20000,20001,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20100,20000,20001,20001,20000,20002,20000,20000,20002,20000,20000,20000,20000,20000,20200,20200,20200,20202,20200,20200,20200,21200,21200,20200,20200,20220,20220,21220,20220,20220,20201,21201,20201,20200,20001,20001,21001,20001,20001,20001,20001,20001,20001,20021,20021,20000,20000,20000,20000,20000,20000,20002,20100,20000,20000,20000,20000,21000,21000,20002,20000,21000,20000,20000,20001,20001,20200,20210,20200,20000,20100,20101,20000,21100,20000
smous,20010,20100,20000,20200,20000,20000,20000,20000,20000,20000,20000,21000,20000,20100,20000,20000,21000,20100,20001,20100,20020,20100,21000,21000,20000,20000,20000,20000,20000,20010,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20100,20100,20100,20100,20100,20020,20020,20020,20200,20200,20200,20200,20220,20000,20020,21020,20000,20000,20001,20000,20000,20100,20000,20000,20000,20000,20000,21020,20000,21001,20000,20000,20000,20000,20000,20000,20000,20200,20200,20200,20010,20000,20000,20100,21000,20001,20000,20002,20002,20100,20022,20000,20001,20001,20000,20000,20002,20100,20002,20002,20000,20000,20200,20220,20000,20000,20000,20000,20000,20010,20000,20000,20000,20000,20000,20000,20001,20000,20000,20000,21000,20000,20020,20020,20000,20000,20000,20000,20200,20200,20200,21200,21200,20200,20202,20200,21200,20200,20200,20200,20200,20010,20010,20012,20010,21010,20010,20010,20010,22000,22000,22000,22000,22000,22000,22001,22000,22000,22000,22020,22200,22202,22200,22200,22200,22222,22220,22010,20000,20000,20000,20000,20002,20020,20000,20000,20000,20000,20002,20000,20020,20200,20200,20200,20200,20200,20202,20200,20200,20200,20200,20010,20010,20010,20100,20100,20100,20101,20100,20100,20100,21100,20100,20100,20200,20102,20100,20110,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20002,20000,20000,20100,20002,20000,20200,20200,20200,20202,20200,20200,20200,20200,20200,20200,20220,20000,20000,20100,20020,20010,20010,20020,20010,20000,20000,20000,20000,20000,20000,20000,20002,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20100,20002,20000,20000,20020,20020,20000,20000,20000,20000,20000,20000,20002,20000,20200,20200,20200,20200,20200,20200,20200,21200,21200,20200,20200,20200,20200,21200,20200,20200,20200,21200,20200,20220,20000,20000,21000,20002,20000,20000,20000,20000,20000,20100,20100,20010,20010,20010,20010,20010,20010,20020,20100,20010,20010,20010,20010,21010,21010,20010,20011,21000,20000,20000,20000,20010,20210,20200,20200,20000,20102,20100,20002,21100,20000
smout,20010,20102,20000,20200,20001,20000,20001,20000,20000,20000,20002,21000,20000,20100,20002,20000,21000,20100,20000,20101,20022,20100,21000,21000,20000,20000,20001,20001,20001,20010,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,21000,20000,20100,20100,20100,20100,20102,20020,20022,20020,20200,20200,20200,20200,20222,20000,20020,21020,20000,20000,20000,20001,20000,20102,20000,20000,20000,20000,20000,21020,20000,21000,20000,20000,20000,20002,20000,20002,20002,20200,20200,20202,20012,20000,20000,20100,21000,20000,20000,20000,20000,20100,20020,20000,20000,20001,20001,20000,20000,20100,20000,20000,20000,20000,20200,20220,20002,20000,20002,20002,20000,20010,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,21000,20000,20020,20020,20000,20000,20000,20002,20200,20200,20200,21200,21200,20200,20200,20200,21200,20200,20200,20202,20200,20010,20010,20010,20012,21010,20010,20010,20010,22000,22000,22000,22000,22002,22002,22000,22000,22002,22002,22020,22200,22200,22202,22200,22200,22220,22222,22010,20000,20000,20000,20000,20000,20020,20000,20000,20000,20000,20000,20002,20020,20200,20200,20200,20200,20200,20200,20202,20200,20200,20202,20010,20012,20010,20100,20100,20100,20100,20100,20100,20100,21100,20100,20100,20202,20100,20100,20110,20000,20000,20002,20000,20000,20000,20000,20002,20001,20000,20000,20000,20000,20002,20000,20002,20000,20000,20000,20001,20000,20002,20100,20001,20002,20200,20200,20200,20200,20200,20200,20200,20202,20200,20202,20220,20000,20000,20102,20020,20012,20012,20020,20010,20001,20001,20001,20001,20001,20001,20002,20001,20001,21001,20001,20001,20001,20002,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20002,20001,20101,20001,20001,20001,20021,20021,20001,20001,20001,20002,20002,20001,20001,20002,20201,20201,20201,20201,20202,20201,20201,21201,21201,20201,20201,20201,20201,21201,20201,20202,20201,21201,20202,20222,20001,20001,21001,20001,20001,20001,20001,20001,20001,20101,20102,20011,20011,20011,20012,20011,20012,20021,20101,20010,20011,20012,20010,21010,21010,20010,20010,21000,20000,20000,20000,20010,20210,20201,20200,20000,20100,20100,20001,21100,20000
smurf,20200,20000,20000,20000,20000,20002,20010,20000,20020,20000,20000,21000,20000,20000,20000,20000,21000,20000,20000,20000,20100,20000,21000,21000,20000,20010,20000,20010,20000,20200,20000,20000,20000,20000,20000,20000,20010,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,21000,20000,20000,20000,20000,20010,20000,20100,20100,20100,20000,20000,20000,20020,20100,20010,20110,21110,20000,20010,20000,20000,20000,20000,20012,20010,20010,20010,20020,21110,20010,21000,20011,20001,20000,20000,20000,20001,20020,20000,20000,20020,20200,20000,20000,20001,21000,20000,20000,20000,20000,20000,20100,20010,20000,20000,20010,20000,20000,20000,20000,20000,20000,20020,20000,20100,20000,20000,20000,20000,20002,20200,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20102,20110,20000,20000,20010,20000,20002,20000,20000,21000,21000,20000,20000,20002,21000,20000,20010,20000,20020,20202,20200,20200,20200,21200,20222,20220,20200,22000,22000,22000,22000,22000,22020,22000,22010,22000,22000,22100,22000,22000,22000,22000,22010,22100,22100,22222,20000,20000,20010,20000,20020,20100,20000,20000,20000,20010,20000,20020,20100,20000,20000,20000,20000,20010,20000,20000,20000,20002,20000,20202,20200,20220,20010,20001,20020,20000,20000,20000,20000,21000,20010,20000,20020,20010,20020,20200,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20010,20000,20000,20000,20010,20000,20010,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20010,20000,20020,20020,20100,20010,20010,20010,20110,20200,20220,20200,20200,20002,20000,20000,20000,20000,20010,20000,20000,20000,21000,20000,20000,20000,20020,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20020,20020,20100,20110,20000,20000,20010,20000,20001,20000,20000,20000,20000,20000,20000,20010,20000,20000,20000,21000,21000,20000,20000,20002,20000,21000,20000,20000,20020,21020,20020,20100,20012,20010,21010,20010,20010,20010,20010,20010,20010,20010,20010,20202,20200,20200,20200,20200,20200,20210,20000,20100,20100,20100,20100,21100,21100,20110,20100,21000,20000,20001,20010,20110,20100,20000,20000,20000,20000,20010,20000,21000,20000
snaai,20102,20000,20101,20020,21002,20220,20001,20100,20110,21100,20100,20120,20102,20100,20100,20101,20102,21100,20110,20100,20100,20100,20110,21100,20100,21101,21120,20100,21100,21110,21100,20210,20200,21000,20020,20020,20020,20020,20000,20000,20002,20000,20000,20000,21000,20000,20001,20001,20001,20001,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20001,20000,20000,21020,20000,20000,20000,20101,20000,20020,20000,20000,20001,20000,20000,20000,20020,20000,21001,20200,20000,20000,20001,20001,20000,20002,20000,21000,20001,20021,21001,20101,20000,20001,21021,21001,21001,21001,20001,20021,20001,20021,20220,20200,20200,21200,20000,20001,20000,20000,20000,20220,20200,20000,20001,20001,21000,20220,20220,21220,20220,21200,21200,20200,20000,20000,20000,20000,21000,20000,20000,20001,20001,20001,20001,20000,20000,20000,20000,20000,21000,21000,20000,20000,20000,20000,20000,20000,20001,20001,20001,20001,20000,20000,20000,20000,20220,20220,20200,20200,20200,20200,20200,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,22222,22220,22220,22200,22200,22200,22000,22000,22000,22000,22000,22000,22000,22000,22002,22000,22000,22000,22000,22000,22000,22000,22000,22001,22001,22000,20000,20002,20100,20100,20000,20000,20000,20100,21020,21000,20000,20000,20000,21000,20220,21220,20220,20200,20202,20200,21200,21200,20200,20000,20000,21000,20000,20000,20000,20000,20001,20001,20000,20000,20001,21001,21001,20001,20001,20000,20000,21000,21000,20000,20000,20000,20000,20000,20000,20000,20020,20002,20000,20000,20001,20000,20000,20020,20220,20220,20220,20220,21220,20220,20220,20200,20200,20200,21200,21200,21200,20200,20200,20020,20000,20000,20000,20000,21000,20001,20000,20000,20000,21000,21000,20000,20000,21000,21000,20000,20001,20001,20001,20001,20001,20000,21001,20001,20000,20000,20000,20000,20000,20100,20000,20100,20000,21000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20020,20020,20020,20020,20000,20000,20000,20001,20001,20000,20000,20000,20001,20001,20001,20000,21000,20000,20000,20200,20001,20000,20000,20020,20100,20000,20002,20202,21001,20000,20020,20020,20000,20100,22000,20002,20000,20000,21200,20100,21101
snaak,20100,20000,20100,20020,21000,20220,20000,20100,20110,21100,20100,20120,20100,20100,20100,20100,20100,21100,20110,20100,20100,20100,20110,21100,20100,21100,21120,20100,21100,21110,21100,20210,20200,21000,20020,20020,20020,20020,20000,20000,20000,20000,20000,20000,21000,20000,20002,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,21020,20000,20001,20001,20100,20000,20020,20000,20000,20000,20000,20000,20000,20020,20000,21000,20200,20000,20000,20000,20000,20002,20000,20000,21000,20000,20020,21000,20100,20000,20000,21020,21000,21000,21000,20000,20020,20000,20020,20220,20200,20201,21200,20000,20002,20000,20000,20000,20221,20201,20001,20001,20001,21002,20220,20222,21220,20220,21200,21202,20200,20000,20000,20000,20000,21002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21002,21000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20220,20222,20202,20200,20200,20200,20200,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,22220,22222,22220,22202,22200,22200,22000,22000,22000,22000,22000,22000,22000,22000,22000,22002,22000,22000,22000,22000,22000,22000,22000,22000,22000,22002,20000,20000,20100,20100,20000,20000,20000,20100,21020,21000,20000,20000,20000,21000,20222,21220,20220,20200,20200,20202,21200,21200,20200,20000,20002,21000,20000,20000,20000,20000,20000,20000,20000,20000,20001,21000,21000,20000,20000,20000,20000,21000,21000,20000,20002,20000,20000,20000,20000,20000,20020,20000,20000,20000,20000,20000,20000,20020,20220,20220,20222,20220,21220,20220,20220,20200,20200,20200,21200,21200,21202,20200,20200,20022,20000,20000,20002,20000,21000,20000,20000,20000,20000,21000,21000,20000,20002,21000,21000,20000,20002,20000,20000,20000,20000,20000,21000,20000,20002,20000,20000,20000,20000,20100,20000,20100,20000,21000,21002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20020,20022,20020,20020,20002,20000,20002,20002,20000,20000,20000,20000,20002,20000,20000,20000,21000,20000,20000,20200,20000,20000,20001,20022,20100,20000,20000,20200,21000,20000,20020,20020,20000,20100,22000,20000,20000,20000,21200,20100,21100
