Guess,parbo,par1s,pasen,polen,pools,pruis,paaps,paard,paars,paart,pacen,pacht,paddo,paddy,paden,padie,pager,pages,pak1s,pakje,palen,palet,palts,pampa,panda,panel,panen,panna,panne,panty,paper,papil,papje,pappa,parel,paren,paret,paria,parka,part1,party,pasar,pasja,pasje,passe,pasta,patat,patch,pater,patio,pauze,pedel,pedis,pegel,pekel,pelen,peluw,penis,penny,peper,peren,pesto,peter,pezen,pezig,piano,piepa,p1len,p1ler,p1nen,p1pen,p1per,p1pje,piket,pikol,pilav,pinas,pinda,pioen,pipet,piste,pitje,pitte,pixel,pizza,plaag,plaat,plaid,plane,plank,plano,plant,plebs,pleet,plein,pleit,plemp,plens,plint,ploeg,plomp,plons,plooi,ploos,ploot,plots,pluim,pluis,poeha,poema,poets,pogen,poger,poken,poker,polak,polio,polis,polka,ponem,poort,popel,porem,porie,porno,porto,porum,poses,potas,poten,poter,potig,potje,poule,pover,power,pozen,praal,praam,praat,prang,prauw,preek,prent,priel,priem,prima,prime,primo,prins,print,prion,prior,proef,promo,pronk,pront,prooi,prove,provo,proxy,proza,pruik,pruim,prune,pruts,psalm,puber,pubis,puist,punch,pupil,puppy,puree,puren,putse,putto,pylon,pingo,plurk,pangi,parwa,peies
pitch,20000,20000,20000,20000,20000,21000,20000,20000,20000,20100,20010,20111,20000,20000,20000,21000,20000,20000,20000,20000,20000,20100,20100,20000,20000,20000,20000,20000,20000,20100,20000,21000,20000,20000,20000,20000,20100,21000,20000,20100,20100,20000,20000,20000,20000,20100,20200,20222,20200,21200,20000,20000,21000,20000,20000,20000,20000,21000,20000,20000,20000,20100,20200,20000,21000,22000,22000,20000,20000,20000,20000,20000,20000,22100,22000,22000,22000,22000,22000,22100,22100,22200,22200,22000,22000,20000,20100,21000,20000,20000,20000,20100,20000,20100,21000,21100,20000,20000,21100,20000,20000,20000,21000,20000,20100,20100,21000,21000,20001,20000,20100,20000,20000,20000,20000,20000,21000,21000,20000,20000,20100,20000,20000,21000,20000,20100,20000,20000,20200,20200,20200,21200,20200,20000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20100,21000,21000,21000,21000,21000,21000,21100,21000,21000,20000,20000,20000,20100,21000,20000,20000,20000,20000,21000,21000,20000,20100,20000,20000,21000,21100,20022,21000,20000,20000,20000,20200,20200,20000,22000,20000,21000,20000,21000
plats,20100,20102,20101,21000,21002,20002,20202,20200,20202,20210,20100,20110,20100,20100,20100,20100,20100,20102,20102,20100,21100,21110,21122,20100,20100,21100,20100,20100,20100,20120,20100,21100,20100,20100,21100,20100,20110,20100,20100,20120,20120,20101,20101,20101,20101,20121,20110,20110,20110,20110,20100,21000,20002,21000,21000,21000,21000,20002,20000,20000,20000,20021,20010,20000,20000,20200,20100,21000,21000,20000,20000,20000,20000,20010,21000,21100,20102,20100,20000,20010,20021,20010,20020,21000,20100,22200,22210,22200,22200,22200,22200,22210,22002,22010,22000,22010,22000,22002,22010,22000,22000,22002,22000,22002,22010,22022,22000,22002,20100,20100,20022,20000,20000,20000,20000,21100,21000,21002,21100,20000,20010,21000,20000,20000,20000,20020,20000,20002,20112,20010,20010,20010,20010,21000,20000,20000,20000,21200,20200,20210,20200,20200,20000,20010,21000,20000,20100,20000,20000,20002,20010,20000,20000,20000,20000,20000,20010,20000,20000,20000,20000,20100,20000,20000,20000,20022,21201,20000,20002,20011,20000,21000,20000,20000,20000,20011,20020,21000,20000,22000,20100,20100,20002
pleur,20001,20001,20100,21100,21000,20011,20000,20001,20001,20001,20100,20000,20000,20000,20100,20100,20102,20100,20000,20100,21100,21100,21000,20000,20000,21100,20100,20000,20100,20000,20102,21000,20100,20000,21101,20101,20101,20001,20001,20001,20001,20002,20000,20100,20100,20000,20000,20000,20102,20000,20110,21100,20100,21100,21100,21100,21120,20100,20100,20102,20101,20100,20102,20100,20100,20000,20200,21100,21102,20100,20100,20102,20100,20100,21000,21000,20000,20000,20100,20100,20100,20100,20100,21100,20000,22000,22000,22000,22100,22000,22000,22000,22200,22200,22200,22200,22200,22200,22000,22100,22000,22000,22000,22000,22000,22000,22010,22010,20200,20200,20200,20100,20102,20100,20102,21000,21000,21000,21000,20100,20001,21100,20101,20101,20001,20001,20021,20100,20000,20100,20102,20000,20100,21110,20102,20102,20100,21001,20001,20001,20001,20021,20201,20201,21101,20101,20001,20101,20001,20001,20001,20001,20002,20101,20001,20001,20001,20001,20101,20001,20001,20001,20011,20011,20111,20011,21000,20112,20010,20010,20010,21010,20010,20111,20111,20110,20010,21000,20000,22011,20000,20001,20100
plugt,20000,20000,20000,21000,21000,20200,20000,20000,20000,20002,20000,20002,20000,20000,20000,20000,20010,20010,20000,20000,21000,21002,21001,20000,20000,21000,20000,20000,20000,20001,20000,21000,20000,20000,21000,20000,20002,20000,20000,20001,20001,20000,20000,20000,20000,20001,20002,20001,20001,20001,20200,21000,20000,21010,21000,21000,21100,20000,20000,20000,20000,20001,20001,20000,20010,20000,20000,21000,21000,20000,20000,20000,20000,20002,21000,21000,20000,20000,20000,20002,20001,20001,20001,21000,20000,22010,22002,22000,22000,22000,22000,22002,22000,22002,22000,22002,22000,22000,22002,22010,22000,22000,22000,22000,22002,22001,22200,22200,20000,20000,20001,20010,20010,20000,20000,21000,21000,21000,21000,20000,20002,21000,20000,20000,20000,20001,20100,20000,20001,20001,20001,20011,20001,21200,20000,20000,20000,21000,20000,20002,20010,20100,20000,20002,21000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20200,20200,20200,20201,21000,20100,20100,20102,20100,21100,20100,20100,20100,20101,20101,21000,20020,22200,20020,20000,20000
polen,21000,20000,20022,22222,22100,20000,20000,20000,20000,20000,20022,20000,21000,20000,20022,20010,20020,20020,20000,20010,20222,20220,20200,20000,20001,20121,20022,20001,20011,20001,20020,20100,20010,20000,20120,20022,20020,20000,20000,20000,20000,20000,20000,20010,20010,20000,20000,20000,20020,21000,20010,20120,20010,20120,20120,20222,20210,20011,20011,20020,20022,21010,20020,20022,20010,21001,20010,20222,20220,20022,20022,20020,20010,20020,21100,20200,20001,20001,21022,20020,20010,20010,20010,20120,20000,20100,20100,20100,20111,20101,21101,20101,20110,20120,20112,20110,20110,20111,20101,21120,21100,21101,21100,21100,21100,21100,20100,20100,22010,22010,22010,22022,22020,22022,22020,22200,22200,22200,22200,22021,22000,22120,22020,22010,22001,22000,22000,22020,22000,22022,22020,22000,22010,22110,22020,22020,22022,20100,20000,20000,20001,20000,20020,20011,20120,20020,20000,20010,21000,20001,20001,21002,21000,21020,21000,21001,21001,21000,21010,21000,21000,21000,20000,20000,20011,20000,20100,20020,20000,20000,20001,20100,20000,20020,20022,20010,21000,21202,21001,20100,20001,20000,20020
pulls,20000,20002,20001,20200,20022,21002,20002,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20002,20002,20000,20200,20200,20202,20000,20000,20100,20000,20000,20000,20000,20000,20100,20000,20000,20100,20000,20000,20000,20000,20000,20000,20001,20001,20001,20001,20001,20000,20000,20000,20000,21000,20100,20002,20100,20100,20200,21200,20002,20000,20000,20000,20001,20000,20000,20000,20000,20000,20200,20200,20000,20000,20000,20000,20000,20100,20200,20002,20000,20000,20000,20001,20000,20000,20100,20000,20100,20100,20100,20100,20100,20100,20100,20102,20100,20100,20100,20100,20102,20100,20100,20100,20102,20100,20102,20100,20102,21100,21102,20000,20000,20002,20000,20000,20000,20000,20200,20200,20202,20200,20000,20000,20100,20000,20000,20000,20000,21000,20002,20002,20000,20000,20000,20000,21020,20000,20000,20000,20100,20000,20000,20000,21000,20000,20000,20100,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,21000,21000,21002,20021,22000,22002,22001,22000,22100,22000,22000,22000,22001,22000,20200,20000,21100,20000,20000,20002
pusht,20000,20100,20200,20000,20100,21100,20100,20000,20100,20002,20000,20022,20000,20000,20000,20000,20000,20100,20100,20000,20000,20002,20101,20000,20000,20000,20000,20000,20000,20001,20000,20000,20000,20000,20000,20000,20002,20000,20000,20001,20001,20200,20200,20200,20200,20201,20002,20011,20001,20001,21000,20000,20100,20000,20000,20000,21000,20100,20000,20000,20000,20201,20001,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20100,20000,20000,20002,20201,20001,20001,20000,20000,20000,20002,20000,20000,20000,20000,20002,20100,20002,20000,20002,20000,20100,20002,20000,20000,20100,20000,20100,20002,20101,21000,21100,20020,20000,20101,20000,20000,20000,20000,20000,20000,20100,20000,20000,20002,20000,20000,20000,20000,20001,21000,20200,20101,20001,20001,20001,20001,21000,20000,20000,20000,20000,20000,20002,20000,21000,20000,20002,20000,20000,20000,20000,20000,20100,20002,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,21000,21000,21000,21101,20100,22000,22100,22102,22010,22000,22000,22000,22000,22101,22001,20000,20000,21000,20000,20000,20100
pools,21000,20002,20001,22010,22222,20002,20002,20000,20002,20000,20000,20000,21000,20000,20000,20000,20000,20002,20002,20000,20010,20010,20012,20000,20000,20010,20000,20000,20000,20000,20000,20010,20000,20000,20010,20000,20000,20000,20000,20000,20000,20001,20001,20001,20001,20001,20000,20000,20000,21000,20000,20010,20002,20010,20010,20010,20010,20002,20000,20000,20000,21001,20000,20000,20000,21000,20000,20010,20010,20000,20000,20000,20000,20000,21010,20010,20002,20000,20200,20000,20001,20000,20000,20010,20000,20010,20010,20010,20010,20010,21010,20010,20012,20010,20010,20010,20010,20012,20010,20210,20210,20212,21210,21212,21210,20212,20010,20012,22000,22000,22002,22000,22000,22000,22000,22010,22110,22012,22010,22000,22200,22010,22000,22000,22100,22100,22000,22002,22002,22000,22000,22000,22000,22020,22000,22000,22000,20010,20000,20000,20000,20000,20000,20000,20010,20000,20000,20000,21000,20002,20000,21000,21000,20200,21200,20200,20200,21200,20200,21200,20200,20200,20000,20000,20000,20002,20021,20000,20002,20001,20000,20010,20000,20000,20000,20001,21000,21010,21000,20010,20000,20000,20002
pucks,20000,20002,20001,20000,20002,21002,20002,20000,20002,20000,20200,20200,20000,20000,20000,20000,20000,20002,20012,20010,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20020,20000,20000,20001,20001,20001,20001,20001,20000,20100,20000,20000,21000,20000,20002,20000,20010,20000,21000,20002,20000,20000,20000,20001,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20010,20010,20000,20002,20000,20000,20000,20001,20000,20000,20000,20000,20000,20000,20000,20000,20010,20000,20000,20002,20000,20000,20000,20000,20002,20000,20000,20000,20002,20000,20002,20000,20002,21000,21002,20000,20000,20002,20000,20000,20010,20010,20010,20000,20002,20020,20000,20000,20000,20000,20000,20000,20000,21000,20002,20002,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,21000,20010,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20010,20000,20000,20000,20000,20000,20000,21010,21000,21000,21002,20001,22000,22002,22001,22100,22000,22000,22000,22000,22001,22000,20000,20000,21010,20000,20000,20002
putti,20000,20000,20000,20000,20000,21001,20000,20000,20000,20100,20000,20100,20000,20000,20000,20001,20000,20000,20000,20000,20000,20100,20020,20000,20000,20000,20000,20000,20000,20020,20000,20001,20000,20000,20000,20000,20100,20001,20000,20020,20020,20000,20000,20000,20000,20020,20210,20200,20200,20201,21000,20000,20001,20000,20000,20000,21000,20001,20000,20000,20000,20020,20200,20000,20001,20001,20001,20000,20000,20000,20000,20000,20000,20101,20001,20001,20001,20001,20001,20101,20021,20201,20221,20001,20001,20000,20100,20001,20000,20000,20000,20100,20000,20100,20001,20101,20000,20000,20101,20000,20000,20000,20002,20000,20100,20020,21001,21001,20000,20000,20020,20000,20000,20000,20000,20000,20001,20001,20000,20000,20100,20000,20000,20001,20000,20020,21000,20000,20200,20200,20200,20201,20200,21000,20000,20000,20000,20000,20000,20100,20000,21000,20000,20100,20001,20001,20001,20001,20001,20001,20101,20001,20001,20000,20000,20000,20100,20002,20000,20000,20000,20000,21001,21001,21000,21020,20000,22000,22001,22101,22000,22001,22000,22000,22000,22200,22220,20000,20001,21000,20002,20000,20001
passt,22000,22100,22200,20000,20100,20100,22100,22000,22100,22002,22000,22002,22000,22000,22000,22000,22000,22100,22100,22000,22000,22002,22101,22000,22000,22000,22000,22000,22000,22001,22000,22000,22000,22000,22000,22000,22002,22000,22000,22001,22001,22200,22200,22200,22220,22201,22002,22001,22001,22001,22000,20000,20100,20000,20000,20000,20000,20100,20000,20000,20000,20201,20001,20000,20000,21000,21000,20000,20000,20000,20000,20000,20000,20002,20000,21000,21100,21000,20000,20002,20201,20001,20001,20000,21000,21000,21002,21000,21000,21000,21000,21002,20100,20002,20000,20002,20000,20100,20002,20000,20000,20100,20000,20100,20002,20101,20000,20100,21000,21000,20101,20000,20000,20000,20000,21000,20000,20100,21000,20000,20002,20000,20000,20000,20000,20001,20000,20210,21101,20001,20001,20001,20001,20000,20000,20000,20000,21000,21000,21002,21000,21000,20000,20002,20000,20000,21000,20000,20000,20100,20002,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,21000,20000,20000,20000,20101,21100,20000,20100,20022,20000,20000,20000,20000,20000,20021,20001,20000,20000,20000,22000,22000,20100
putts,20000,20002,20001,20000,20002,21002,20002,20000,20002,20100,20000,20100,20000,20000,20000,20000,20000,20002,20002,20000,20000,20100,20022,20000,20000,20000,20000,20000,20000,20020,20000,20000,20000,20000,20000,20000,20100,20000,20000,20020,20020,20001,20001,20001,20001,20021,20210,20200,20200,20200,21000,20000,20002,20000,20000,20000,21000,20002,20000,20000,20000,20021,20200,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20100,20000,20000,20002,20000,20000,20100,20021,20200,20220,20000,20000,20000,20100,20000,20000,20000,20000,20100,20002,20100,20000,20100,20000,20002,20100,20000,20000,20002,20000,20002,20100,20022,21000,21002,20000,20000,20022,20000,20000,20000,20000,20000,20000,20002,20000,20000,20100,20000,20000,20000,20000,20020,21000,20002,20202,20200,20200,20200,20200,21000,20000,20000,20000,20000,20000,20100,20000,21000,20000,20100,20000,20000,20000,20000,20000,20002,20100,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,21000,21000,21000,21022,20001,22000,22002,22101,22000,22000,22000,22000,22000,22201,22220,20000,20000,21000,20000,20000,20002
pangs,22000,22002,22101,20100,20002,20002,22002,22000,22002,22000,22100,22000,22000,22000,22100,22000,22010,22012,22002,22000,22100,22000,22002,22000,22200,22200,22200,22200,22200,22200,22000,22000,22000,22000,22000,22100,22000,22000,22000,22000,22000,22001,22001,22001,22001,22001,22000,22000,22000,22000,22000,20000,20002,20010,20000,20100,20000,20202,20200,20000,20100,20001,20000,20100,20010,21100,21000,20100,20000,20200,20100,20000,20000,20000,20000,21000,21202,21200,20100,20000,20001,20000,20000,20000,21000,21010,21000,21000,21100,21100,21100,21100,20002,20000,20100,20000,20000,20102,20100,20010,20000,20102,20000,20002,20000,20002,20000,20002,21000,21000,20002,20110,20010,20100,20000,21000,20000,20002,21000,20200,20000,20000,20000,20000,20100,20000,20000,20002,21002,20100,20000,20010,20000,20000,20000,20000,20100,21000,21000,21000,21110,21000,20000,20100,20000,20000,21000,20000,20000,20102,20100,20100,20000,20000,20000,20100,20100,20000,20000,20000,20000,21000,20000,20000,20100,20002,21001,20000,20002,20001,20200,20000,20000,20000,20100,20001,20000,20100,20220,20000,22220,22000,20002
piais,20100,20102,20101,20000,20002,20022,20202,20200,20202,20200,20100,20100,20100,20100,20100,20120,20100,20102,20102,20100,20100,20100,20102,20100,20100,20100,20100,20100,20100,20100,20100,20120,20100,20100,20100,20100,20100,20120,20100,20100,20100,20101,20101,20101,20101,20101,20100,20100,20100,20120,20100,20000,20022,20000,20000,20000,20000,20022,20000,20000,20000,20001,20000,20000,20020,22200,22100,20000,20000,20000,20000,20000,20000,22000,22000,22100,22102,22100,22000,22000,22001,22000,22000,22000,22100,20200,20200,20220,20200,20200,20200,20200,20002,20000,20020,20020,20000,20002,21000,20000,20000,20002,21000,20002,20000,20002,20020,20022,20100,20100,20002,20000,20000,20000,20000,20100,20020,20022,20100,20000,20000,20000,20000,20020,20000,20000,20000,20002,20102,20000,20000,20020,20000,20000,20000,20000,20000,20200,20200,20200,20200,20200,20000,20000,21000,21000,21100,21000,21000,21002,21000,21000,21000,20000,20000,20000,20000,21000,20000,20000,20000,20100,20020,20020,20000,20002,20201,20000,20022,21001,20000,20020,20000,20000,20000,20001,20000,20000,22000,20000,21100,20100,21002
pauls,22000,22002,22001,20010,20022,20202,22002,22000,22002,22000,22000,22000,22000,22000,22000,22000,22000,22002,22002,22000,22010,22010,22012,22000,22000,22010,22000,22000,22000,22000,22000,22010,22000,22000,22010,22000,22000,22000,22000,22000,22000,22001,22001,22001,22001,22001,22000,22000,22000,22000,22200,20010,20002,20010,20010,20010,20110,20002,20000,20000,20000,20001,20000,20000,20000,21000,21000,20010,20010,20000,20000,20000,20000,20000,20010,21010,21002,21000,20000,20000,20001,20000,20000,20010,21000,21010,21010,21010,21010,21010,21010,21010,20012,20010,20010,20010,20010,20012,20010,20010,20010,20012,20010,20012,20010,20012,20210,20212,21000,21000,20002,20000,20000,20000,20000,21010,20010,20012,21010,20000,20000,20010,20000,20000,20000,20000,20100,20002,21002,20000,20000,20000,20000,20220,20000,20000,20000,21010,21000,21000,21000,21100,20000,20000,20010,20000,21000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20200,20200,20200,20202,21021,20100,20102,20101,20100,20110,20100,20100,20100,20101,20100,20010,20000,20210,22000,22000,20002
peers,20010,20012,21001,21000,20002,20012,20002,20020,20022,20020,21000,20000,20000,20000,21000,21000,21010,21002,20002,21000,21000,21000,20002,20000,20000,21000,21000,20000,21000,20000,21010,20000,21000,20000,21010,21010,21010,20010,20010,20010,20010,20011,20001,21001,21001,20001,20000,20000,21010,20000,21000,22100,22002,22100,22100,22100,22000,22002,22000,22110,22110,22001,22110,22100,22000,20000,20200,21000,21010,21000,21000,21010,21000,21000,20000,20000,20002,20000,21000,21000,21001,21000,21000,21000,20000,20000,20000,20000,21000,20000,20000,20000,20202,21200,20200,20200,20200,20202,20000,21000,20000,20002,20000,20002,20000,20002,20000,20002,20200,20200,20202,21000,21010,21000,21010,20000,20000,20002,20000,21000,20020,21000,21010,21010,20010,20010,20010,21002,20002,21000,21010,20000,21000,21000,21010,21010,21000,20010,20010,20010,20010,20010,21210,20210,21010,21010,20010,21010,20010,20012,20010,20010,20010,21010,20010,20010,20010,20010,21010,20010,20010,20010,20010,20010,21010,20012,20001,21010,20002,20001,20000,20000,20000,21110,21010,21001,20000,20000,20000,20020,20000,20010,22102
pepes,20000,20002,20021,20020,20002,20002,20102,20000,20002,20000,20020,20000,20000,20000,20020,21000,20020,20022,20002,21000,20020,20020,20002,20100,20000,20020,20020,20000,21000,20000,20220,20200,21200,20200,20020,20020,20020,20000,20000,20000,20000,20001,20001,21001,21001,20001,20000,20000,20020,20000,21000,22020,22002,22020,22020,22020,22000,22002,22000,22220,22020,22001,22020,22020,22000,20000,21100,20020,20020,20020,20220,20220,21200,20020,20000,20000,20002,20000,20020,20220,21001,21000,21000,20020,20000,20000,20000,20000,21000,20000,20000,20000,21002,21020,21000,21000,21100,21002,20000,20020,20100,20002,20000,20002,20000,20002,20000,20002,21000,21000,21002,20020,20020,20020,20020,20000,20000,20002,20000,20020,20000,20220,20020,21000,20000,20000,20000,20022,20002,20020,20020,20000,21000,21000,20020,20020,20020,20000,20000,20000,20000,20000,21020,21000,20020,20020,20000,21000,20000,20002,20000,20000,20000,20020,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,21000,20002,20001,20020,20002,20001,20000,20200,20200,21020,20020,21001,20000,20000,20000,20000,20000,20000,22022
