Guess,vinex,vaalt,vaars,vaart,vaats,vacht,vadem,vader,vagen,vaker,valig,vamen,vanaf,varen,varia,vaste,vaten,vazal,vedel,veder,veest,vegen,veger,veine,velen,vel1n,velum,vemen,vendu,venen,venig,ven1n,vents,veraf,veren,verre,verso,verst,verte,veste,veter,vette,vezel,vezen,video,vieux,vieze,v1and,v1fde,v1fje,v1len,v1ver,v1zel,v1zen,villa,vinyl,viool,virus,visie,visum,vitse,vivat,vlaag,vlaai,vlade,vlees,vleet,vlerk,vleug,vlieg,vliem,vlier,vlies,vliet,vl1en,vloed,vloei,vloek,vloer,vlood,vloog,vloot,vlouw,vocht,vodde,vogel,voile,volks,volle,volop,volta,volte,voogd,voord,voorn,voort,voren,vorig,vorst,votum,voute,vozen,vraag,vraat,vrank,vrede,vrees,vreze,vr1af,vr1en,vr1er,vrind,vroed,vroeg,vrome,vroom,vroon,vroor,vrouw,vuist,vulgo,vulva,vuren,vurig,vanop
vogel,20020,20001,20000,20000,20000,20000,20020,20020,20220,20020,20101,20020,20000,20020,20000,20010,20020,20002,20022,20020,20010,20220,20220,20010,20021,20011,20011,20020,20010,20020,20110,20010,20010,20010,20020,20010,21010,20010,20010,20010,20020,20010,20022,20020,21020,20010,20010,20000,20010,20010,20021,20020,20022,20020,20001,20002,21002,20000,20010,20000,20010,20000,20101,20001,20011,20021,20021,20011,20111,20121,20021,20021,20021,20021,20021,21021,21021,21021,21021,21001,21101,21001,21001,22000,22010,22222,22011,22001,22011,22001,22001,22011,22100,22000,22000,22000,22020,22100,22000,22000,22010,22020,20100,20000,20000,20010,20020,20010,20000,20020,20020,20000,21020,21120,21010,21000,21000,21000,21000,20000,21101,20001,20020,20100,21000
voile,20101,20020,20000,20000,20000,20000,20001,20001,20001,20001,20110,20001,20000,20001,20100,20002,20001,20010,20011,20001,20001,20001,20001,20202,20011,20011,20011,20001,20001,20001,20101,20001,20001,20001,20001,20002,21001,20001,20002,20002,20001,20002,20011,20001,21101,20101,20102,20000,20002,20002,20011,20001,20011,20001,20120,20110,21110,20100,20102,20100,20102,20100,20010,20110,20012,20011,20011,20011,20011,20211,20211,20211,20211,20211,20011,21011,21111,21011,21011,21010,21010,21010,21010,22000,22002,22011,22222,22010,22022,22010,22010,22012,22000,22000,22000,22000,22001,22100,22000,22000,22002,22001,20000,20000,20000,20002,20001,20002,20000,20001,20001,20200,21001,21001,21002,21000,21000,21000,21000,20200,21010,20010,20001,20100,21000
volks,20000,20100,20002,20000,20002,20000,20000,20000,20000,20010,20200,20000,20000,20000,20000,20001,20000,20100,20100,20000,20001,20000,20000,20000,20200,20200,20200,20000,20000,20000,20000,20000,20002,20000,20000,20000,21001,20001,20000,20001,20000,20000,20100,20000,21000,20000,20000,20000,20000,20000,20200,20000,20100,20000,20200,20100,21100,20002,20001,20001,20001,20000,20100,20100,20100,20102,20100,20110,20100,20100,20100,20100,20102,20100,20100,21100,21100,21110,21100,21100,21100,21100,21100,22000,22000,22100,22100,22222,22200,22200,22200,22200,22000,22000,22000,22000,22000,22000,22001,22000,22000,22000,20000,20000,20010,20000,20002,20000,20000,20000,20000,20000,21000,21000,21000,21000,21000,21000,21000,20001,21200,20200,20000,20000,21000
volle,20001,20020,20000,20000,20000,20000,20001,20001,20001,20001,20200,20001,20000,20001,20000,20002,20001,20100,20101,20001,20001,20001,20001,20002,20201,20201,20201,20001,20001,20001,20001,20001,20001,20001,20001,20002,21001,20001,20002,20002,20001,20002,20101,20001,21001,20001,20002,20000,20002,20002,20201,20001,20101,20001,20220,20100,21100,20000,20002,20000,20002,20000,20100,20100,20102,20101,20101,20101,20101,20101,20101,20101,20101,20101,20101,21101,21101,21101,21101,21100,21100,21100,21100,22000,22002,22101,22022,22200,22222,22200,22200,22202,22000,22000,22000,22000,22001,22000,22000,22000,22002,22001,20000,20000,20000,20002,20001,20002,20000,20001,20001,20000,21001,21001,21002,21000,21000,21000,21000,20000,21200,20200,20001,20000,21000
volop,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20200,20000,20000,20000,20000,20000,20000,20100,20100,20000,20000,20000,20000,20000,20200,20200,20200,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20100,20000,21000,20000,20000,20000,20000,20000,20200,20000,20100,20000,20200,20100,21120,20000,20000,20000,20000,20000,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,21100,21100,21100,21100,21120,21120,21120,21100,22000,22000,22100,22100,22200,22200,22222,22200,22200,22010,22010,22010,22010,22000,22000,22000,22000,22000,22000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,21000,21000,21020,21020,21020,21000,20000,21200,20200,20000,20000,20022
volta,20000,20111,20001,20011,20021,20011,20001,20001,20001,20001,20201,20001,20001,20001,20002,20021,20011,20101,20100,20000,20010,20000,20000,20000,20200,20200,20200,20000,20000,20000,20000,20000,20020,20001,20000,20000,21000,20010,20020,20020,20010,20020,20100,20000,21000,20000,20000,20001,20000,20000,20200,20000,20100,20000,20202,20100,21100,20000,20000,20000,20010,20011,20101,20101,20101,20100,20110,20100,20100,20100,20100,20100,20100,20110,20100,21100,21100,21100,21100,21100,21100,21110,21100,22010,22000,22100,22100,22200,22200,22200,22222,22220,22000,22000,22000,22010,22000,22000,22010,22010,22020,22000,20001,20011,20001,20000,20000,20000,20001,20000,20000,20000,21000,21000,21000,21000,21000,21000,21000,20010,21200,20202,20000,20000,21001
volte,20001,20110,20000,20010,20020,20010,20001,20001,20001,20001,20200,20001,20000,20001,20000,20022,20011,20100,20101,20001,20011,20001,20001,20002,20201,20201,20201,20001,20001,20001,20001,20001,20021,20001,20001,20002,21001,20011,20022,20022,20011,20022,20101,20001,21001,20001,20002,20000,20002,20002,20201,20001,20101,20001,20200,20100,21100,20000,20002,20000,20012,20010,20100,20100,20102,20101,20111,20101,20101,20101,20101,20101,20101,20111,20101,21101,21101,21101,21101,21100,21100,21110,21100,22010,22002,22101,22102,22200,22202,22200,22220,22222,22000,22000,22000,22010,22001,22000,22010,22010,22022,22001,20000,20010,20000,20002,20001,20002,20000,20001,20001,20000,21001,21001,21002,21000,21000,21000,21000,20010,21200,20200,20001,20000,21000
voogd,20000,20000,20000,20000,20000,20000,20001,20001,20010,20000,20010,20000,20000,20000,20000,20000,20000,20000,20001,20001,20000,20010,20010,20000,20000,20000,20000,20000,20001,20000,20010,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,21001,20000,20000,20002,20001,20000,20000,20000,20000,20000,20000,20000,21200,20000,20000,20000,20000,20000,20010,20000,20001,20000,20000,20000,20010,20010,20000,20000,20000,20000,20000,20202,20200,20200,20200,21202,21210,21200,20200,22000,22001,22010,22000,22000,22000,22100,22000,22000,22222,22202,22200,22200,22000,22010,22000,22000,22000,22000,20010,20000,20000,20001,20000,20000,20000,20000,20000,20002,20202,20210,20200,21200,21200,21200,20200,20000,21020,20000,20000,20010,21000
voord,20000,20000,20020,20020,20000,20000,20001,20011,20000,20010,20000,20000,20000,20010,20010,20000,20000,20000,20001,20011,20000,20000,20010,20000,20000,20000,20000,20000,20001,20000,20000,20000,20000,20010,20010,20020,21010,20010,20010,20000,20010,20000,20000,20000,21001,20000,20000,20002,20001,20000,20000,20010,20000,20000,20000,20000,21200,20010,20000,20000,20000,20000,20000,20000,20001,20000,20000,20020,20000,20000,20000,20010,20000,20000,20000,20202,20200,20200,20210,21202,21200,21200,20200,22000,22001,22000,22000,22000,22000,22100,22000,22000,22202,22222,22220,22220,22010,22010,22010,22000,22000,22000,20010,20010,20010,20011,20010,20010,20010,20010,20010,20012,20212,20210,20210,21210,21210,21210,20210,20000,21000,20000,20010,20010,21000
voorn,20001,20000,20020,20020,20000,20000,20000,20010,20002,20010,20000,20002,20001,20012,20010,20000,20002,20000,20000,20010,20000,20002,20010,20001,20002,20002,20000,20002,20001,20002,20001,20002,20001,20010,20012,20020,21010,20010,20010,20000,20010,20000,20000,20002,21000,20000,20000,20001,20000,20000,20002,20010,20000,20002,20000,20001,21200,20010,20000,20000,20000,20000,20000,20000,20000,20000,20000,20020,20000,20000,20000,20010,20000,20000,20002,20200,20200,20200,20210,21200,21200,21200,20200,22000,22000,22000,22000,22000,22000,22100,22000,22000,22200,22220,22222,22220,22012,22010,22010,22000,22000,22002,20010,20010,20011,20010,20010,20010,20010,20012,20010,20011,20210,20210,20210,21210,21212,21210,20210,20000,21000,20000,20012,20010,21001
voort,20000,20002,20020,20022,20001,20002,20000,20010,20000,20010,20000,20000,20000,20010,20010,20001,20001,20000,20000,20010,20002,20000,20010,20000,20000,20000,20000,20000,20000,20000,20000,20000,20001,20010,20010,20020,21010,20012,20011,20001,20011,20001,20000,20000,21000,20000,20000,20000,20000,20000,20000,20010,20000,20000,20000,20000,21200,20010,20000,20000,20001,20002,20000,20000,20000,20000,20002,20020,20000,20000,20000,20010,20000,20002,20000,20200,20200,20200,20210,21200,21200,21202,20200,22002,22000,22000,22000,22000,22000,22100,22001,22001,22200,22220,22220,22222,22010,22010,22012,22001,22001,22000,20010,20012,20010,20010,20010,20010,20010,20010,20010,20010,20210,20210,20210,21210,21210,21210,20210,20002,21000,20000,20010,20010,21000
voren,20021,20000,20100,20100,20000,20000,20020,20120,20022,20120,20000,20022,20001,20222,20200,20010,20022,20000,20020,20120,20010,20022,20120,20011,20022,20012,20010,20022,20011,20022,20011,20012,20011,20210,20222,20210,21210,20210,20210,20010,20120,20010,20020,20022,21020,20010,20010,20001,20010,20010,20022,20120,20020,20022,20000,20001,21000,20200,20010,20000,20010,20000,20000,20000,20010,20020,20020,20110,20010,20020,20020,20120,20020,20020,20022,21020,21020,21020,21120,21000,21000,21000,21000,22000,22010,22020,22010,22000,22010,22000,22000,22010,22000,22100,22102,22100,22222,22200,22200,22000,22010,22022,20100,20100,20101,20110,20120,20110,20100,20122,20120,20101,21120,21120,21110,21100,21102,21100,21100,20000,21000,20000,20222,20200,21001
vorig,20010,20000,20100,20100,20000,20000,20000,20100,20001,20100,20022,20000,20000,20200,20220,20000,20000,20000,20000,20100,20000,20001,20101,20010,20000,20000,20000,20000,20000,20000,20022,20000,20000,20200,20200,20200,21200,20200,20200,20000,20100,20000,20000,20000,21010,20010,20010,20000,20000,20000,20000,20100,20000,20000,20010,20010,21010,20210,20020,20010,20010,20010,20002,20010,20000,20000,20000,20100,20002,20012,20010,20110,20010,20010,20000,21000,21010,21000,21100,21000,21002,21000,21000,22000,22000,22001,22010,22000,22000,22000,22000,22000,22001,22100,22100,22100,22200,22222,22200,22000,22000,22000,20102,20100,20100,20100,20100,20100,20100,20100,20100,20110,21100,21102,21100,21100,21100,21100,21100,20010,21001,20000,20200,20222,21000
vorst,20000,20002,20110,20102,20011,20002,20000,20100,20000,20100,20000,20000,20000,20200,20200,20011,20001,20000,20000,20100,20022,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20011,20200,20200,20200,21220,20222,20201,20011,20101,20001,20000,20000,21000,20000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,21000,20210,20010,20010,20021,20002,20000,20000,20000,20010,20002,20100,20000,20000,20000,20100,20010,20002,20000,21000,21000,21000,21100,21000,21000,21002,21000,22002,22000,22000,22000,22010,22000,22000,22001,22001,22000,22100,22100,22102,22200,22200,22222,22001,22001,22000,20100,20102,20100,20100,20110,20100,20100,20100,20100,20100,21100,21100,21100,21100,21100,21100,21100,20022,21000,20000,20200,20200,21000
votum,20000,20100,20000,20100,20100,20100,20002,20000,20000,20000,20000,20001,20000,20000,20000,20100,20200,20000,20000,20000,20100,20000,20000,20000,20000,20000,20022,20001,20010,20000,20000,20000,20100,20000,20000,20000,21000,20100,20100,20100,20200,20200,20000,20000,21000,20020,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20020,20000,20022,20200,20100,20000,20000,20000,20000,20100,20000,20020,20000,20002,20000,20000,20100,20000,21000,21000,21000,21000,21000,21000,21100,21020,22100,22000,22000,22000,22000,22000,22000,22100,22100,22000,22000,22000,22100,22000,22000,22100,22222,22110,22000,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,21000,21000,21001,21002,21000,21000,21020,20110,21010,20010,20010,20010,21000
voute,20001,20010,20000,20010,20020,20010,20001,20001,20001,20001,20000,20001,20000,20001,20000,20022,20011,20000,20001,20001,20011,20001,20001,20002,20001,20001,20101,20001,20101,20001,20001,20001,20021,20001,20001,20002,21001,20011,20022,20022,20011,20022,20001,20001,21001,20101,20002,20000,20002,20002,20001,20001,20001,20001,20000,20000,21000,20100,20002,20100,20012,20010,20000,20000,20002,20001,20011,20001,20101,20001,20001,20001,20001,20011,20001,21001,21001,21001,21001,21000,21000,21010,21100,22010,22002,22001,22002,22000,22002,22000,22020,22022,22000,22000,22000,22010,22001,22000,22010,22110,22222,22001,20000,20010,20000,20002,20001,20002,20000,20001,20001,20000,21001,21001,21002,21000,21000,21000,21100,20110,21100,20100,20101,20100,21000
vozen,20021,20000,20000,20000,20000,20000,20020,20020,20022,20020,20000,20022,20001,20022,20000,20010,20022,20200,20020,20020,20010,20022,20020,20011,20022,20012,20010,20022,20011,20022,20011,20012,20011,20010,20022,20010,21010,20010,20010,20010,20020,20010,20220,20222,21020,20010,20110,20001,20010,20010,20022,20020,20220,20222,20000,20001,21000,20000,20010,20000,20010,20000,20000,20000,20010,20020,20020,20010,20010,20020,20020,20020,20020,20020,20022,21020,21020,21020,21020,21000,21000,21000,21000,22000,22010,22020,22010,22000,22010,22000,22000,22010,22000,22000,22002,22000,22022,22000,22000,22000,22010,22222,20000,20000,20001,20010,20020,20110,20000,20022,20020,20001,21020,21020,21010,21000,21002,21000,21000,20000,21000,20000,20022,20000,21001
vraag,20000,20210,21210,21210,20210,20100,20100,21100,20101,21100,20102,20100,20120,21100,21110,20100,20100,20120,20000,21000,20000,20001,21001,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,21020,21000,21000,21000,21000,21000,20000,21000,20000,20000,20000,20000,20000,20000,20200,20000,20000,20000,21000,20000,20000,20100,20000,20000,21000,20000,20000,20000,20020,20222,20220,20200,20000,20000,21000,20002,20002,20000,21000,20000,20000,20000,20000,20000,20000,21000,20000,20002,20000,20000,20000,20000,20001,20000,20000,20000,20000,20100,20000,20001,21000,21000,21000,21000,21002,21000,20000,20000,20000,22222,22220,22200,22000,22000,22000,22020,22000,22000,22000,22000,22002,22000,22000,22000,22000,22000,20000,20001,20100,21000,21002,20100
vraat,20000,20212,21210,21212,20211,20102,20100,21100,20100,21100,20100,20100,20120,21100,21110,20101,20101,20120,20000,21000,20002,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20001,21020,21000,21000,21000,21002,21001,20001,21001,20001,20000,20000,20000,20000,20000,20200,20000,20000,20000,21000,20000,20000,20100,20000,20000,21000,20000,20000,20001,20022,20220,20220,20200,20000,20002,21000,20000,20000,20000,21000,20000,20002,20000,20000,20000,20000,21000,20000,20000,20002,20000,20002,20000,20000,20000,20000,20000,20000,20101,20001,20000,21000,21000,21002,21000,21000,21002,20001,20001,20000,22220,22222,22200,22000,22000,22000,22020,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,20002,20000,20100,21000,21000,20100
vrank,20010,20200,21200,21200,20200,20100,20100,21100,20110,21101,20100,20110,20110,21110,21100,20100,20110,20100,20000,21000,20000,20010,21000,20020,20010,20010,20000,20010,20010,20010,20010,20010,20010,21100,21010,21000,21000,21000,21000,20000,21000,20000,20000,20010,20000,20000,20000,20220,20000,20000,20010,21000,20000,20010,20100,20010,20000,21000,20000,20000,20000,20100,20200,20200,20200,20000,20000,21002,20000,20000,20000,21000,20000,20000,20010,20000,20000,20002,21000,20000,20000,20000,20000,20000,20000,20000,20000,20001,20000,20000,20100,20000,20000,21000,21010,21000,21010,21000,21000,20000,20000,20010,22200,22200,22222,22000,22000,22000,22100,22010,22000,22020,22000,22000,22000,22000,22010,22000,22000,20000,20000,20100,21010,21000,20110
vrede,20100,20000,21000,21000,20000,20000,20110,21110,20100,21100,20000,20100,20000,21100,21000,20002,20100,20000,20111,21111,20201,20101,21101,20102,20101,20100,20100,20101,20120,20101,20100,20100,20100,21100,21101,21102,21100,21100,21102,20102,21101,20102,20101,20101,20110,20200,20202,20010,20022,20002,20100,21100,20100,20100,20000,20000,20000,21000,20002,20000,20002,20000,20000,20000,20022,20201,20201,21200,20200,20100,20100,21100,20100,20100,20100,20110,20100,20100,21100,20010,20000,20000,20000,20000,20022,20100,20002,20000,20002,20000,20000,20002,20010,21010,21000,21000,21100,21000,21000,20000,20002,20100,22000,22000,22000,22222,22201,22202,22000,22100,22100,22010,22110,22100,22002,22000,22000,22000,22000,20000,20000,20000,21100,21000,20000
vrees,20020,20000,21002,21000,20002,20000,20020,21020,20020,21020,20000,20020,20000,21020,21000,20101,20020,20000,20120,21120,20211,20120,21120,20110,20120,20100,20100,20120,20100,20120,20100,20100,20102,21100,21120,21110,21101,21101,21110,20111,21120,20110,20120,20120,20020,20200,20210,20000,20100,20100,20020,21020,20020,20020,20000,20000,20000,21002,20101,20001,20101,20000,20000,20000,20100,20222,20220,21200,20200,20020,20020,21020,20022,20020,20020,20020,20020,20020,21020,20000,20000,20000,20000,20000,20100,20020,20100,20002,20100,20000,20000,20100,20000,21000,21000,21000,21020,21000,21001,20000,20100,20020,22000,22000,22000,22210,22222,22210,22000,22020,22020,22000,22020,22020,22100,22000,22000,22000,22000,20001,20000,20000,21020,21000,20000
vreze,20100,20000,21000,21000,20000,20000,20100,21100,20100,21100,20000,20100,20000,21100,21000,20002,20100,20010,20101,21101,20201,20101,21101,20102,20101,20100,20100,20101,20100,20101,20100,20100,20100,21100,21101,21102,21100,21100,21102,20102,21101,20102,20111,20111,20100,20200,20222,20000,20002,20002,20100,21100,20110,20110,20000,20000,20000,21000,20002,20000,20002,20000,20000,20000,20002,20201,20201,21200,20200,20100,20100,21100,20100,20100,20100,20100,20100,20100,21100,20000,20000,20000,20000,20000,20002,20100,20002,20000,20002,20000,20000,20002,20000,21000,21000,21000,21100,21000,21000,20000,20002,20110,22000,22000,22000,22202,22201,22222,22000,22100,22100,22000,22100,22100,22002,22000,22000,22000,22000,20000,20000,20000,21100,21000,20000
vr1af,20000,20010,21010,21010,20010,20010,20010,21010,20010,21010,20010,20010,20022,21010,21010,20010,20010,20020,20000,21000,20000,20000,21000,20000,20000,20100,20000,20000,20000,20000,20000,20100,20000,21022,21000,21000,21000,21000,21000,20000,21000,20000,20000,20000,20000,20000,20000,20110,20101,20101,20100,21100,20100,20100,20010,20000,20000,21000,20000,20000,20000,20020,20020,20020,20010,20000,20000,21000,20000,20000,20000,21000,20000,20000,20200,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20010,20000,20000,21000,21000,21000,21000,21000,21000,20000,20000,20000,22020,22020,22010,22000,22000,22000,22222,22200,22200,22000,22000,22000,22000,22000,22000,22000,22000,20000,20000,20010,21000,21000,20010
vr1en,20021,20000,21000,21000,20000,20000,20020,21020,20022,21020,20000,20022,20001,21022,21000,20010,20022,20000,20020,21020,20010,20022,21020,20011,20022,20112,20010,20022,20011,20022,20011,20112,20011,21010,21022,21010,21010,21010,21010,20010,21020,20010,20020,20022,20020,20010,20010,20101,20110,20110,20122,21120,20120,20122,20000,20001,20000,21000,20010,20000,20010,20000,20000,20000,20010,20020,20020,21010,20010,20020,20020,21020,20020,20020,20222,20020,20020,20020,21020,20000,20000,20000,20000,20000,20010,20020,20010,20000,20010,20000,20000,20010,20000,21000,21002,21000,21022,21000,21000,20000,20010,20022,22000,22000,22001,22010,22020,22010,22200,22222,22220,22001,22020,22020,22010,22000,22002,22000,22000,20000,20000,20000,21022,21000,20001
vr1er,20020,20000,21000,21000,20000,20000,20020,20022,20020,20022,20000,20020,20000,21020,21000,20010,20020,20000,20020,20022,20010,20020,20022,20010,20020,20110,20010,20020,20010,20020,20010,20110,20010,21010,21020,21011,21010,21010,21010,20010,20022,20010,20020,20020,20020,20010,20010,20100,20110,20110,20120,20122,20120,20120,20000,20000,20000,21000,20010,20000,20010,20000,20000,20000,20010,20020,20020,21010,20010,20020,20020,20022,20020,20020,20220,20020,20020,20020,20022,20000,20000,20000,20000,20000,20010,20020,20010,20000,20010,20000,20000,20010,20000,21000,21000,21000,21020,21000,21000,20000,20010,20020,22000,22000,22000,22010,22020,22010,22200,22220,22222,22000,22020,22020,22010,22000,22000,22002,22000,20000,20000,20000,21020,21000,20000
vrind,20110,20000,21000,21000,20000,20000,20001,21001,20010,21000,20100,20010,20010,21010,21100,20000,20010,20000,20001,21001,20000,20010,21000,20220,20010,20010,20000,20010,20011,20010,20110,20010,20010,21000,21010,21000,21000,21000,21000,20000,21000,20000,20000,20010,20101,20100,20100,20022,20001,20000,20010,21000,20000,20010,20100,20110,20100,21100,20100,20100,20100,20100,20000,20100,20001,20000,20000,21000,20000,20200,20200,21200,20200,20200,20010,20002,20100,20000,21000,20002,20000,20000,20000,20000,20001,20000,20200,20000,20000,20000,20000,20000,20002,21002,21010,21000,21010,21100,21000,20000,20000,20010,22000,22000,22020,22001,22000,22000,22000,22010,22000,22222,22002,22000,22000,22000,22010,22000,22000,20200,20000,20000,21010,21100,20010
vroed,20020,20000,21000,21000,20000,20000,20021,21021,20020,21020,20000,20020,20000,21020,21000,20010,20020,20000,20021,21021,20010,20020,21020,20010,20020,20010,20010,20020,20011,20020,20010,20010,20010,21010,21020,21010,21110,21010,21010,20010,21020,20010,20020,20020,20121,20010,20010,20002,20011,20010,20020,21020,20020,20020,20000,20000,20200,21000,20010,20000,20010,20000,20000,20000,20011,20020,20020,21010,20010,20020,20020,21020,20020,20020,20020,20222,20220,20220,21220,20202,20200,20200,20200,20100,20111,20120,20110,20100,20110,20100,20100,20110,20202,21202,21200,21200,21120,21100,21100,20100,20110,20120,22000,22000,22000,22011,22020,22010,22000,22020,22020,22002,22222,22220,22210,22200,22200,22200,22200,20000,20100,20000,21020,21000,20100
vroeg,20020,20000,21000,21000,20000,20000,20020,21020,20021,21020,20002,20020,20000,21020,21000,20010,20020,20000,20020,21020,20010,20021,21021,20010,20020,20010,20010,20020,20010,20020,20012,20010,20010,21010,21020,21010,21110,21010,21010,20010,21020,20010,20020,20020,20120,20010,20010,20000,20010,20010,20020,21020,20020,20020,20000,20000,20200,21000,20010,20000,20010,20000,20002,20000,20010,20020,20020,21010,20012,20022,20020,21020,20020,20020,20020,20220,20220,20220,21220,20200,20202,20200,20200,20100,20110,20121,20110,20100,20110,20100,20100,20110,20201,21200,21200,21200,21120,21102,21100,20100,20110,20120,22002,22000,22000,22010,22020,22010,22000,22020,22020,22000,22220,22222,22210,22200,22200,22200,22200,20000,20101,20000,21020,21002,20100
vrome,20001,20000,21000,21000,20000,20000,20011,21001,20001,21001,20000,20011,20000,21001,21000,20002,20001,20000,20001,21001,20001,20001,21001,20002,20001,20001,20011,20011,20001,20001,20001,20001,20001,21001,21001,21002,21101,21001,21002,20002,21001,20002,20001,20001,20101,20001,20002,20000,20002,20002,20001,21001,20001,20001,20000,20000,20200,21000,20002,20010,20002,20000,20000,20000,20002,20001,20001,21001,20001,20001,20011,21001,20001,20001,20001,20201,20201,20201,21201,20200,20200,20200,20200,20100,20102,20101,20102,20100,20102,20100,20100,20102,20200,21200,21200,21200,21101,21100,21100,20110,20102,20101,22000,22000,22000,22002,22001,22002,22000,22001,22001,22000,22201,22201,22222,22210,22200,22200,22200,20000,20100,20000,21001,21000,20100
vroom,20000,20000,21000,21000,20000,20000,20002,21000,20000,21000,20000,20001,20000,21000,21000,20000,20000,20000,20000,21000,20000,20000,21000,20000,20000,20000,20002,20001,20000,20000,20000,20000,20000,21000,21000,21000,21100,21000,21000,20000,21000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20220,21000,20000,20002,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20002,21000,20000,20000,20000,20200,20200,20200,21200,20220,20220,20220,20200,20100,20100,20100,20100,20100,20100,20120,20100,20100,20210,21210,21210,21210,21100,21100,21100,20102,20100,20100,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22200,22200,22201,22222,22220,22220,22200,20000,20100,20000,21000,21000,20020
vroon,20001,20000,21000,21000,20000,20000,20000,21000,20002,21000,20000,20002,20001,21002,21000,20000,20002,20000,20000,21000,20000,20002,21000,20001,20002,20002,20000,20002,20001,20002,20001,20002,20001,21000,21002,21000,21100,21000,21000,20000,21000,20000,20000,20002,20100,20000,20000,20001,20000,20000,20002,21000,20000,20002,20000,20001,20220,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,21000,20000,20000,20002,20200,20200,20200,21200,20220,20220,20220,20200,20100,20100,20100,20100,20100,20100,20120,20100,20100,20210,21210,21212,21210,21102,21100,21100,20100,20100,20102,22000,22000,22001,22000,22000,22000,22000,22002,22000,22001,22200,22200,22200,22220,22222,22220,22200,20000,20100,20000,21002,21000,20021
vroor,20000,20000,21000,21000,20000,20000,20000,20002,20000,20002,20000,20000,20000,21000,21000,20000,20000,20000,20000,20002,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,21000,21001,21100,21000,21000,20000,20002,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20220,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20002,20000,20000,20000,20200,20200,20200,20202,20220,20220,20220,20200,20100,20100,20100,20100,20100,20100,20120,20100,20100,20210,21210,21210,21210,21100,21100,21100,20100,20100,20100,22000,22000,22000,22000,22000,22000,22000,22000,22002,22000,22200,22200,22200,22220,22220,22222,22200,20000,20100,20000,21000,21000,20020
vrouw,20000,20000,21000,21000,20000,20000,20000,21000,20000,21000,20000,20000,20000,21000,21000,20000,20000,20000,20000,21000,20000,20000,21000,20000,20000,20000,20020,20000,20010,20000,20000,20000,20000,21000,21000,21000,21100,21000,21000,20000,21000,20000,20000,20000,20100,20020,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20200,21020,20000,20020,20000,20000,20000,20000,20000,20000,20000,21000,20020,20000,20000,21000,20000,20000,20000,20200,20200,20200,21200,20200,20200,20200,20222,20100,20100,20100,20100,20100,20100,20100,20100,20100,20200,21200,21200,21200,21100,21100,21100,20120,20110,20100,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22200,22200,22200,22200,22200,22200,22222,20010,20110,20010,21010,21010,20100
vuist,20100,20002,20010,20002,20011,20002,20000,20000,20000,20000,20100,20000,20000,20000,20100,20011,20001,20000,20000,20000,20022,20000,20000,20200,20000,20000,21000,20000,21000,20000,20100,20000,20011,20000,20000,20000,20020,20022,20001,20011,20001,20001,20000,20000,20100,21100,20100,20000,20000,20000,20000,20000,20000,20000,20100,20100,20100,21110,20110,21110,20121,20102,20000,20100,20000,20010,20002,20000,21000,20200,20200,20200,20210,20202,20000,20000,20100,20000,20000,20000,20000,20002,21000,20002,20000,20000,20200,20010,20000,20000,20001,20001,20000,20000,20000,20002,20000,20100,20022,21001,21001,20000,20000,20002,20000,20000,20010,20000,20000,20000,20000,20200,20000,20000,20000,20000,20000,20000,21000,22222,22000,22000,22000,22100,20000
